Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Nottingham R32,W vs Volynets,81.7%,69.4%,1.7%,0/1,2.27,21.7%,80.0%,63.9%,2.2%,2.25,28.1%,86.7%,84.6%,0.0%,2.32,7.1%
Last 52 Weeks (1 matches),,81.7%,69.4%,1.7%,0.0%,2.27,21.7%,80.0%,63.9%,2.2%,2.25,28.1%,86.7%,84.6%,0.0%,2.32,7.1%
Career (1 matches),,81.7%,69.4%,1.7%,0.0%,2.27,21.7%,80.0%,63.9%,2.2%,2.25,28.1%,86.7%,84.6%,0.0%,2.32,7.1%
