Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rome R64,L vs Alcaraz,0.0%,-,4.2%,80.0%,9.6%,11.5%,7.1%,5.3%,9.1%,1.9%,25.0%,-38,-68
2024 Umag QF,L vs Musetti,10.2%,55.6%,14.5%,73.1%,13.9%,13.5%,8.0%,5.2%,13.6%,1.8%,28.6%,-27,-43
2024 Madrid R128,L vs Monteiro,2.1%,100.0%,2.0%,50.0%,8.3%,15.4%,0.0%,12.1%,25.0%,0.7%,0.0%,21,-27
2024 Barcelona R32,W vs Humbert,0.0%,-,5.6%,83.3%,14.0%,19.2%,0.0%,8.5%,0.0%,0.5%,0.0%,-56,-66
2024 Miami R128,L vs Monfils,1.3%,100.0%,12.5%,64.7%,14.3%,12.5%,0.0%,11.6%,27.8%,1.1%,33.3%,27,-29
2024 Indian Wells R128,W vs Ruusuvuori,2.9%,50.0%,5.1%,85.7%,13.3%,21.7%,15.8%,11.9%,38.5%,0.4%,0.0%,-22,-27
2024 Acapulco R16,L vs Ruud,9.3%,60.0%,10.3%,75.0%,19.1%,23.5%,5.9%,4.9%,20.0%,1.1%,0.0%,-50,-38
2024 Buenos Aires R32,W vs Fils,1.8%,100.0%,7.0%,55.6%,15.8%,17.1%,0.0%,13.0%,45.5%,0.8%,50.0%,-34,-76
2023 Basel R32,L vs Hurkacz,7.7%,100.0%,14.4%,85.0%,14.6%,12.0%,0.0%,10.3%,11.1%,0.5%,0.0%,-29,-47
2023 Shanghai R32,L vs Marozsan,3.2%,50.0%,7.0%,50.0%,10.3%,13.3%,50.0%,13.2%,58.3%,1.4%,0.0%,-36,-68
2023 Davis Cup Finals RR,L vs Mensik,4.4%,100.0%,6.9%,100.0%,23.3%,55.6%,0.0%,5.6%,33.3%,1.1%,100.0%,3,-30
2023 Geneva R32,L vs Jarry,3.6%,100.0%,5.2%,100.0%,9.4%,15.4%,0.0%,2.5%,0.0%,0.0%,-,-86,-132
2023 Banja Luka F,W vs Rublev,0.0%,-,7.5%,73.3%,12.9%,14.8%,5.0%,6.3%,20.0%,1.6%,62.5%,-82,-83
2023 Banja Luka QF,W vs Djokovic,5.1%,100.0%,14.4%,85.2%,11.0%,7.8%,5.3%,6.2%,23.1%,0.7%,0.0%,-12,-25
2023 Banja Luka R16,W vs Barrere,2.2%,100.0%,9.8%,60.0%,25.0%,29.4%,0.0%,15.4%,26.7%,1.2%,100.0%,17,-21
2023 Miami R32,L vs Alcaraz,1.6%,100.0%,9.5%,41.7%,10.3%,12.5%,14.3%,13.3%,30.8%,0.0%,-,-25,-36
2023 Buenos Aires QF,L vs Alcaraz,0.0%,-,10.7%,30.8%,9.2%,6.3%,0.0%,2.8%,16.7%,0.8%,0.0%,-89,-85
2023 Australian Open R128,L vs Shapovalov,0.0%,-,4.2%,66.7%,13.9%,34.6%,0.0%,8.5%,27.3%,0.0%,-,-90,-122
2022 Hamburg R32,L vs Musetti,5.8%,100.0%,11.8%,61.5%,10.5%,8.9%,12.5%,9.0%,26.7%,1.2%,60.0%,-40,-43
2022 Madrid R16,L vs Hurkacz,0.0%,-,6.4%,55.6%,15.0%,17.9%,11.8%,18.9%,41.2%,0.5%,0.0%,11,-16
Career (51 matches),,1.7%,73.8%,8.7%,66.3%,13.3%,17.6%,9.2%,8.2%,23.6%,1.5%,32.1%,-23,-31
