Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,214,85,129,39.7%,236-315,42.8%,2585-2832,47.7%,37-47,44.0%,204,76.0%,19.3%,4.9%,2.2%,67.9%,67.5%,50.5%,62.0%,35.3%,48.7%,0.93
Clay,245,118,127,48.2%,293-300,49.4%,2908-2908,50.0%,41-49,45.6%,241,76.9%,23.4%,4.0%,2.1%,65.9%,67.6%,51.5%,62.1%,38.0%,50.0%,1.00
Grass,25,6,19,24.0%,23-55,29.5%,343-434,44.1%,3-10,23.1%,25,78.8%,11.1%,5.2%,2.1%,66.4%,66.9%,55.0%,62.9%,29.8%,46.8%,0.80
Grand Slams,72,27,45,37.5%,117-150,43.8%,1230-1341,47.8%,10-16,38.5%,72,75.1%,20.9%,4.6%,2.2%,66.4%,66.4%,51.8%,61.5%,36.2%,48.9%,0.94
Masters,97,41,56,42.3%,97-122,44.3%,1046-1128,48.1%,19-22,46.3%,97,76.5%,19.5%,4.8%,2.2%,66.9%,68.2%,50.1%,62.2%,35.4%,49.0%,0.94
Other Tours,289,128,161,44.3%,299-362,45.2%,3202-3349,48.9%,46-63,42.2%,287,77.1%,21.2%,4.4%,2.1%,66.7%,67.6%,51.5%,62.2%,36.6%,49.5%,0.97
Best of 5,82,31,51,37.8%,135-169,44.4%,1403-1518,48.0%,13-19,40.6%,77,75.7%,21.2%,4.5%,2.1%,66.6%,66.8%,51.9%,61.8%,36.2%,49.1%,0.95
Best of 3,402,178,224,44.3%,417-501,45.4%,4433-4656,48.8%,68-87,43.9%,393,76.9%,20.6%,4.5%,2.1%,66.8%,67.7%,51.2%,62.2%,36.3%,49.3%,0.96
Finals,4,2,2,50.0%,4-5,44.4%,43-48,47.3%,0-0,-,4,68.9%,26.1%,2.2%,1.4%,65.6%,67.8%,40.6%,58.4%,39.5%,48.5%,0.95
Semi-finals,9,4,5,44.4%,9-10,47.4%,92-102,47.4%,2-0,100.0%,9,76.0%,18.4%,3.4%,2.2%,69.5%,68.9%,47.5%,62.4%,35.5%,48.7%,0.95
Quarter-finals,39,9,30,23.1%,26-63,29.2%,399-489,44.9%,2-15,11.8%,39,74.6%,16.9%,3.6%,2.1%,65.1%,65.2%,52.8%,60.9%,34.9%,48.0%,0.89
vs Righties,416,179,237,43.0%,471-583,44.7%,5039-5369,48.4%,72-92,43.9%,404,76.4%,20.6%,4.5%,2.1%,66.8%,67.5%,51.5%,62.2%,36.3%,49.3%,0.96
vs Lefties,66,30,36,45.5%,80-87,47.9%,791-804,49.6%,9-14,39.1%,66,78.0%,21.7%,4.2%,2.4%,66.5%,67.7%,50.5%,61.9%,36.3%,49.4%,0.95
vs Top 10,41,10,31,24.4%,31-78,28.4%,447-608,42.4%,6-9,40.0%,39,69.4%,16.0%,2.6%,1.7%,65.3%,64.1%,47.8%,58.5%,33.7%,46.2%,0.81
