Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,3,3,50.0%,7-6,53.8%,66-59,52.8%,1-1,50.0%,6,77.4%,27.9%,7.0%,3.5%,61.1%,71.7%,52.8%,64.3%,39.7%,51.4%,1.11,QF (Canberra)
2025,36,22,14,61.1%,48-27,64.0%,386-325,54.3%,7-4,63.6%,36,77.3%,30.1%,3.7%,1.9%,67.6%,67.2%,52.2%,62.4%,41.0%,51.7%,1.09,W (Cordenons)
2022,20,15,5,75.0%,29-11,72.5%,224-168,57.1%,4-2,66.7%,19,86.2%,27.2%,4.4%,1.8%,67.1%,72.3%,56.5%,67.1%,40.4%,53.0%,1.23,W (Maspalomas)
2018,5,5,0,100.0%,10-1,90.9%,63-36,63.6%,1-0,100.0%,5,90.0%,35.4%,6.0%,1.0%,68.8%,75.1%,57.0%,69.5%,44.3%,56.7%,1.45,W (Le Gosier)
2017,14,10,4,71.4%,21-10,67.7%,158-129,55.1%,2-1,66.7%,14,84.7%,24.3%,2.8%,1.8%,70.1%,71.3%,55.6%,66.6%,38.6%,52.3%,1.16,W (Bastad)
2016,6,4,2,66.7%,9-7,56.3%,83-79,51.2%,2-1,66.7%,6,75.0%,26.6%,3.9%,2.3%,62.4%,65.9%,53.9%,61.4%,41.0%,50.8%,1.06,QF (2x)
2015,17,12,5,70.6%,26-11,70.3%,206-153,57.4%,4-2,66.7%,17,81.2%,33.1%,5.2%,2.7%,63.2%,68.7%,55.8%,64.0%,42.4%,53.4%,1.18,W (Banja Luka)
2014,4,2,2,50.0%,4-5,44.4%,47-52,47.5%,1-1,50.0%,4,81.3%,14.3%,4.8%,2.1%,65.2%,70.5%,50.9%,63.7%,34.2%,48.9%,0.94,QF (Tashkent)
2013,52,36,16,69.2%,74-43,63.2%,621-502,55.3%,9-11,45.0%,51,81.2%,30.2%,5.9%,3.5%,57.2%,70.2%,54.5%,63.5%,41.1%,52.1%,1.13,W (2x)
2012,47,28,19,59.6%,62-44,58.5%,523-475,52.4%,7-4,63.6%,47,78.9%,25.3%,6.8%,2.8%,62.2%,71.2%,52.1%,64.0%,38.1%,51.2%,1.06,W (Samarkand)
2011,12,4,8,33.3%,10-17,37.0%,114-139,45.1%,2-3,40.0%,11,72.5%,20.4%,4.6%,3.0%,58.3%,66.2%,49.2%,59.1%,36.2%,48.2%,0.88,QF (2x)
2010,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,77.8%,0.0%,1.9%,5.8%,55.8%,79.3%,47.8%,65.4%,26.2%,44.2%,0.76,R32 (Belgrade)
2009,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Khanty-Mansiysk)
Career,221,141,80,63.8%,300-186,61.7%,2507-2142,53.9%,40-31,56.3%,217,80.2%,27.7%,5.2%,2.7%,62.7%,69.9%,53.5%,63.8%,39.9%,51.8%,1.10,
