Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Rome R64,L vs Alcaraz,0.67,0.46,26.0,2.1,5.9%,52.9%,3.0%,54.5%,32.1%,30.4%
2024 US Open R128,L vs Medvedev,0.83,0.74,33.2,2.3,1.8%,63.2%,0.0%,54.0%,35.9%,37.7%
2024 Umag QF,L vs Musetti,0.95,0.76,51.3,4.7,0.0%,47.8%,2.3%,60.5%,34.0%,39.5%
2024 Wimbledon R128,L vs Dimitrov,0.88,0.48,22.8,2.0,7.0%,55.8%,0.0%,61.5%,15.9%,30.0%
2024 Madrid R128,L vs Monteiro,0.75,0.38,34.2,2.2,7.4%,63.0%,0.0%,65.2%,18.5%,17.4%
2024 Barcelona R32,W vs Humbert,1.35,1.69,42.6,3.2,10.7%,67.9%,0.0%,64.0%,37.0%,48.1%
2024 Miami R128,L vs Monfils,1.06,0.47,61.5,2.4,2.4%,63.4%,0.0%,65.8%,12.9%,19.2%
2024 Acapulco R16,L vs Ruud,0.77,0.62,48.0,2.2,3.2%,74.2%,4.0%,68.0%,28.1%,17.2%
2024 Buenos Aires R32,W vs Fils,1.15,1.55,43.6,2.5,3.4%,65.5%,0.0%,66.7%,42.1%,50.0%
2023 Basel R32,L vs Hurkacz,0.89,0.71,49.2,2.1,2.9%,71.4%,0.0%,51.6%,28.9%,31.4%
2023 Shanghai R32,L vs Marozsan,0.81,0.50,30.8,2.0,5.9%,50.0%,3.1%,50.0%,23.1%,39.1%
2023 Davis Cup RR,L vs Mensik,0.56,0.18,26.5,2.0,4.2%,66.7%,0.0%,59.1%,9.1%,15.8%
2023 US Open R128,L vs Wu,0.91,0.80,36.4,5.5,10.5%,65.8%,7.0%,52.1%,38.0%,33.8%
2023 Wimbledon R128,L vs Choinski,0.91,0.79,41.1,3.6,7.8%,62.5%,3.4%,52.5%,29.0%,45.8%
2023 Geneva R32,L vs Jarry,0.80,0.27,33.7,2.3,0.0%,62.1%,0.0%,53.8%,13.0%,15.8%
2023 Banja Luka F,W vs Rublev,1.14,1.22,57.3,2.4,0.0%,51.0%,2.2%,73.3%,37.7%,44.2%
2023 Banja Luka QF,W vs Djokovic,1.14,1.23,69.9,2.2,3.8%,60.4%,2.0%,65.3%,43.2%,36.6%
2023 Banja Luka R16,W vs Barrere,0.84,1.61,45.5,2.1,12.0%,60.0%,0.0%,79.2%,66.7%,50.0%
2023 Miami R32,L vs Alcaraz,0.88,0.64,43.9,2.1,0.0%,58.1%,0.0%,43.3%,32.4%,38.7%
2023 Buenos Aires QF,L vs Alcaraz,1.00,0.71,45.4,2.2,2.8%,33.3%,0.0%,61.8%,44.4%,29.2%
2025 (1 matches),,0.67,0.46,26.0,2.1,5.9%,52.9%,3.0%,54.5%,32.1%,30.4%
2024 (8 matches),,0.95,0.78,41.4,2.5,4.0%,61.6%,0.7%,62.2%,29.0%,33.9%
2023 (12 matches),,0.93,0.79,44.4,2.4,4.9%,59.6%,2.8%,58.2%,33.9%,36.3%
2022 (3 matches),,0.91,0.72,53.5,3.3,4.9%,65.3%,1.5%,65.7%,24.3%,30.8%
2021 (9 matches),,0.97,0.96,43.6,2.8,5.5%,63.1%,4.8%,59.5%,36.7%,40.4%
Career (370 matches),,1.02,1.01,50.9,2.6,5.1%,63.6%,3.3%,62.4%,36.4%,36.9%
