Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Rome R64,L vs Alcaraz,4.3,4.6,3.8,48.4%,36.4%,50.0%,33.3%,55.8%,21.7%,-2.0,-2.0,-9.5,-13.2
2024 Umag QF,L vs Musetti,5.2,5.1,5.3,46.9%,41.8%,42.1%,50.0%,49.9%,16.0%,11.5,6.1,-6.0,-3.8
2024 Madrid R128,L vs Monteiro,3.5,2.8,4.1,43.7%,50.0%,14.3%,25.0%,48.9%,40.3%,-2.5,-4.2,-3.0,-7.0
2024 Barcelona R32,W vs Humbert,4.6,5.2,4.1,54.2%,39.1%,54.5%,78.6%,52.8%,38.0%,9.5,9.7,-3.0,-4.8
2024 Miami R128,L vs Monfils,4.9,5.4,4.3,44.6%,40.0%,62.5%,33.3%,63.7%,26.3%,0.5,0.3,0.5,0.7
2024 Indian Wells R128,W vs Ruusuvuori,4.8,4.7,4.9,52.1%,51.4%,61.5%,73.7%,57.4%,43.0%,14.0,8.7,4.5,6.5
2024 Acapulco R16,L vs Ruud,4.0,4.2,3.8,44.8%,44.4%,57.1%,44.4%,52.2%,29.4%,7.5,8.5,-1.0,-1.7
2024 Buenos Aires R32,W vs Fils,4.6,4.8,4.5,60.3%,55.6%,33.3%,50.0%,66.0%,23.0%,10.5,7.0,5.5,8.2
2023 Basel R32,L vs Hurkacz,3.8,4.3,3.4,39.7%,52.3%,60.0%,42.9%,53.7%,51.6%,9.5,9.6,2.5,5.7
2023 Shanghai R32,L vs Marozsan,4.6,4.7,4.5,50.0%,31.8%,41.2%,16.7%,55.7%,32.0%,3.5,3.4,-2.0,-3.0
2023 Davis Cup Finals RR,L vs Mensik,3.1,3.3,2.8,38.1%,33.3%,42.9%,100.0%,61.1%,31.4%,8.5,16.0,-2.0,-8.3
2023 Geneva R32,L vs Jarry,3.3,3.5,2.9,40.0%,44.4%,36.4%,0.0%,42.2%,28.6%,-3.0,-7.5,-10.0,-22.2
2023 Banja Luka F,W vs Rublev,5.8,5.8,5.7,47.3%,53.8%,55.6%,52.5%,59.0%,20.3%,26.5,9.7,1.0,0.6
2023 Banja Luka QF,W vs Djokovic,5.5,5.4,5.7,55.8%,55.3%,43.2%,50.0%,56.4%,17.1%,11.0,4.7,-4.0,-2.6
2023 Banja Luka R16,W vs Barrere,4.0,3.4,4.6,61.0%,57.7%,88.9%,75.0%,46.7%,16.9%,15.5,23.5,6.5,8.8
2023 Miami R32,L vs Alcaraz,4.0,4.0,3.9,43.5%,51.4%,35.7%,12.5%,55.9%,11.2%,2.0,1.9,-4.0,-5.4
2023 Buenos Aires QF,L vs Alcaraz,5.1,4.6,5.7,50.9%,31.0%,42.1%,40.0%,55.4%,13.5%,-1.0,-0.7,-3.5,-3.7
2023 Australian Open R128,L vs Shapovalov,3.6,4.2,3.0,47.3%,38.0%,61.1%,57.1%,51.7%,23.0%,9.5,7.1,8.5,8.0
2022 Hamburg R32,L vs Musetti,4.8,4.8,4.9,50.9%,44.2%,34.1%,61.9%,53.6%,20.6%,6.0,2.7,-3.5,-2.2
2022 Madrid R16,L vs Hurkacz,3.8,4.5,3.2,45.2%,43.5%,50.0%,57.1%,52.8%,34.3%,13.5,12.4,3.5,5.4
Career (51 matches),,4.3,4.5,4.2,47.2%,47.0%,45.9%,45.4%,54.7%,28.4%,5.9,4.7,-1.5,-1.9
