Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Rome R64,L vs Alcaraz,11% (1/9),100% (1/1),0/3,56% (5/9),20% (1/5),0/1,0/0,2/3,0/0,1/1
2024 US Open R128,L vs Medvedev,35% (6/17),33% (2/6),0/4,35% (6/17),0% (0/6),1/1,0/0,1/3,0/0,1/1
2024 Umag QF,L vs Musetti,23% (3/13),67% (2/3),0/4,64% (9/14),33% (3/9),1/1,0/0,0/2,0/0,0/1
2024 Wimbledon R128,L vs Dimitrov,19% (3/16),33% (1/3),0/4,27% (4/15),0% (0/4),1/1,0/0,2/2,0/0,0/0
2024 Madrid R128,L vs Monteiro,0% (0/10),- (0/0),0/1,22% (2/9),0% (0/2),0/0,0/0,1/2,0/0,1/1
2024 Barcelona R32,W vs Humbert,40% (4/10),100% (4/4),1/2,20% (2/10),0% (0/2),4/4,2/2,0/0,1/1,0/0
2024 Miami R128,L vs Monfils,0% (0/11),- (0/0),0/1,36% (4/11),75% (3/4),0/0,0/0,2/2,0/0,0/0
2024 Acapulco R16,L vs Ruud,9% (1/11),0% (0/1),0/0,18% (2/11),0% (0/2),0/0,0/0,1/3,0/0,1/2
2024 Buenos Aires R32,W vs Fils,60% (6/10),67% (4/6),1/1,22% (2/9),50% (1/2),2/2,0/1,0/0,0/1,0/0
2023 Basel R32,L vs Hurkacz,30% (3/10),33% (1/3),0/2,27% (3/11),0% (0/3),1/1,0/0,2/3,0/0,0/1
2023 Shanghai R32,L vs Marozsan,22% (2/9),50% (1/2),0/3,89% (8/9),50% (4/8),1/1,0/0,2/3,0/0,0/1
2023 Davis Cup RR,L vs Mensik,0% (0/9),- (0/0),0/3,38% (3/8),0% (0/3),0/0,0/0,2/2,0/0,1/1
2023 US Open R128,L vs Wu,26% (6/23),83% (5/6),1/5,32% (7/22),29% (2/7),3/3,0/0,3/3,0/0,1/1
2023 Wimbledon R128,L vs Choinski,40% (8/20),63% (5/8),3/8,45% (9/20),11% (1/9),3/5,1/1,4/4,0/0,0/0
2023 Geneva R32,L vs Jarry,0% (0/9),- (0/0),0/3,44% (4/9),25% (1/4),0/0,0/0,1/1,0/0,0/0
2023 Banja Luka F,W vs Rublev,29% (4/14),100% (4/4),0/2,33% (5/15),40% (2/5),4/4,2/3,0/1,1/2,0/0
2023 Banja Luka QF,W vs Djokovic,36% (4/11),50% (2/4),1/1,55% (6/11),83% (5/6),2/2,1/1,2/2,0/0,0/0
2023 Banja Luka R16,W vs Barrere,71% (5/7),100% (5/5),0/1,25% (2/8),50% (1/2),5/5,2/2,0/0,1/1,0/0
2023 Miami R32,L vs Alcaraz,22% (2/9),50% (1/2),0/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2023 Buenos Aires QF,L vs Alcaraz,33% (3/9),67% (2/3),1/3,78% (7/9),29% (2/7),1/2,0/0,0/2,0/0,0/1
2025 (1 matches),,11.1%,100.0%,0.0%,55.6%,20.0%,0.0%,-,66.7%,-,100.0%
2024 (8 matches),,23.5%,56.5%,11.8%,32.3%,22.6%,100.0%,66.7%,50.0%,50.0%,60.0%
2023 (12 matches),,27.5%,68.3%,15.8%,43.6%,30.8%,88.5%,87.5%,70.8%,66.7%,50.0%
2022 (3 matches),,18.2%,12.5%,25.0%,33.3%,50.0%,100.0%,-,66.7%,-,75.0%
2021 (9 matches),,36.5%,68.9%,36.4%,36.7%,31.1%,75.7%,76.9%,52.6%,100.0%,50.0%
Career (370 matches),,32.6%,66.8%,20.5%,33.7%,36.3%,81.1%,85.0%,70.5%,86.4%,69.9%
