Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Rome R64,L vs Alcaraz,74.5%,36.8%,5.9%,1/2,2.23,11.5%,75.0%,37.0%,2.8%,2.23,9.4%,84.6%,36.4%,15.4%,2.23,15.0%
2024 Umag QF,L vs Musetti,87.8%,41.8%,3.3%,0/3,2.41,6.7%,87.9%,39.7%,4.5%,2.36,8.1%,87.5%,47.6%,0.0%,2.63,0.0%
2024 Madrid R128,L vs Monteiro,62.0%,25.8%,10.0%,0/5,-,16.7%,60.0%,19.0%,8.6%,-,25.0%,71.4%,40.0%,14.3%,-,0.0%
2024 Barcelona R32,W vs Humbert,81.5%,50.0%,1.9%,0/1,-,25.0%,82.5%,54.5%,0.0%,-,33.3%,84.6%,36.4%,7.7%,-,7.7%
2024 Miami R128,L vs Monfils,64.9%,24.3%,0.0%,0/0,-,23.1%,50.0%,27.8%,0.0%,-,28.9%,90.5%,21.1%,0.0%,-,10.0%
2024 Indian Wells R128,W vs Ruusuvuori,74.2%,55.1%,4.5%,1/2,2.64,0.0%,75.6%,48.4%,4.9%,2.56,0.0%,90.0%,66.7%,5.0%,2.86,0.0%
2024 Acapulco R16,L vs Ruud,72.1%,27.3%,3.3%,2/0,2.44,7.7%,66.7%,15.4%,2.6%,2.63,14.3%,90.0%,44.4%,5.0%,2.20,0.0%
2024 Buenos Aires R32,W vs Fils,70.8%,47.1%,1.4%,0/1,-,12.8%,71.1%,44.4%,2.6%,-,20.0%,96.0%,50.0%,0.0%,-,0.0%
2023 Basel R32,L vs Hurkacz,57.5%,50.0%,6.8%,3/2,2.09,9.1%,45.1%,43.5%,7.8%,2.06,10.5%,90.5%,57.9%,4.8%,2.15,5.9%
2023 Shanghai R32,L vs Marozsan,75.5%,35.1%,12.2%,3/3,-,16.3%,67.7%,33.3%,12.9%,-,23.5%,100.0%,37.5%,12.5%,-,0.0%
2023 Davis Cup Finals RR,L vs Mensik,46.3%,26.3%,17.1%,4/3,2.40,11.1%,37.5%,16.7%,9.4%,2.32,15.8%,77.8%,42.9%,44.4%,2.50,5.9%
2023 Geneva R32,L vs Jarry,61.9%,23.1%,9.5%,3/1,-,7.9%,53.1%,29.4%,6.3%,-,15.8%,90.0%,11.1%,20.0%,-,0.0%
2023 Banja Luka F,W vs Rublev,74.3%,50.0%,3.8%,1/3,2.37,1.3%,69.0%,45.0%,5.2%,2.23,2.0%,88.4%,55.3%,2.3%,2.62,0.0%
2023 Banja Luka QF,W vs Djokovic,83.5%,45.1%,4.7%,2/2,2.19,3.7%,83.1%,44.9%,3.4%,2.00,5.7%,91.7%,45.5%,8.3%,2.50,0.0%
2023 Banja Luka R16,W vs Barrere,83.0%,68.2%,7.5%,2/2,-,3.0%,84.4%,59.3%,9.4%,-,4.0%,85.0%,82.4%,5.0%,-,0.0%
2023 Miami R32,L vs Alcaraz,72.3%,48.9%,4.6%,0/3,2.42,8.5%,69.4%,41.2%,0.0%,2.48,13.3%,81.3%,69.2%,18.8%,2.32,0.0%
2023 Buenos Aires QF,L vs Alcaraz,78.4%,37.5%,2.0%,1/0,2.31,1.8%,78.8%,38.5%,0.0%,2.14,3.0%,100.0%,35.7%,7.1%,2.57,0.0%
2023 Australian Open R128,L vs Shapovalov,58.6%,43.1%,7.2%,4/4,-,10.8%,54.0%,32.4%,6.3%,-,15.1%,75.6%,54.8%,9.8%,-,0.0%
2022 Hamburg R32,L vs Musetti,80.4%,34.4%,1.8%,1/1,2.33,7.4%,76.8%,30.2%,0.0%,2.40,11.5%,93.1%,44.4%,6.9%,2.22,0.0%
2022 Madrid R16,L vs Hurkacz,52.8%,55.3%,5.6%,1/3,2.29,10.2%,33.3%,50.0%,0.0%,2.12,6.9%,82.8%,58.3%,13.8%,2.55,15.0%
Career (51 matches),,70.3%,43.0%,4.4%,41.0%,2.29,10.0%,67.4%,39.4%,3.5%,2.25,13.0%,83.8%,48.6%,6.6%,2.36,4.1%
