Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Australian Open R32,L vs Tien,26.0%,36.5%,47.8%,33.8%,29.1%,41.8%,50.0%,38.5%,58.8%,48.9%,66.7%,13.3%,13.3%,38.5%,11
2025 Athens R32,W vs Sakellaridis,28.1%,42.2%,73.9%,39.2%,34.0%,48.9%,83.9%,49.1%,54.5%,44.0%,-,11.8%,23.5%,53.3%,-79
2025 Wimbledon R128,W vs Cerundolo,50.4%,54.9%,42.9%,52.8%,55.8%,59.7%,44.1%,59.4%,44.1%,41.9%,50.0%,38.9%,44.4%,40.9%,-79
2025 Eastbourne R32,W vs Pinnington Jones,31.4%,43.0%,50.0%,38.8%,36.9%,49.2%,56.1%,46.8%,54.8%,32.4%,0.0%,15.0%,25.0%,35.3%,-7
2025 Roland Garros R128,W vs Jacquet,24.8%,38.5%,52.1%,35.1%,27.3%,46.4%,61.3%,42.3%,54.2%,35.5%,40.0%,21.3%,23.4%,32.4%,40
2025 Doha R16,L vs Rublev,40.4%,44.2%,41.4%,44.8%,50.0%,52.5%,40.0%,55.8%,42.1%,52.4%,66.7%,10.0%,20.0%,44.4%,-26
2025 Australian Open R32,L vs Alcaraz,27.7%,35.8%,45.9%,33.6%,25.8%,35.1%,51.4%,34.1%,46.5%,42.6%,44.4%,33.3%,38.5%,30.8%,-41
2024 Basel R32,L vs Rublev,33.9%,44.6%,32.4%,38.4%,33.3%,50.0%,45.0%,41.7%,37.5%,71.4%,100.0%,39.1%,43.5%,14.3%,96
2024 US Open R16,L vs Medvedev,14.4%,22.2%,37.9%,16.9%,27.8%,33.3%,34.6%,33.9%,45.5%,42.9%,50.0%,7.0%,18.6%,40.0%,-56
2024 US Open R32,W vs Mensik,27.2%,38.0%,55.8%,33.7%,38.9%,52.2%,58.2%,50.2%,43.9%,38.8%,50.0%,14.0%,22.8%,53.1%,11
2024 Bastad F,W vs Nadal,18.9%,35.8%,57.1%,30.0%,23.5%,44.1%,57.7%,40.9%,46.7%,36.8%,66.7%,11.1%,22.2%,56.3%,-2
2024 Rome R16,L vs Zverev,20.7%,25.9%,44.4%,26.4%,24.3%,32.4%,53.6%,33.2%,40.0%,70.6%,33.3%,15.0%,15.0%,29.4%,-7
2024 Los Cabos QF,L vs Ruud,30.8%,35.9%,34.6%,37.9%,42.9%,52.4%,50.0%,56.2%,55.6%,50.0%,0.0%,17.6%,17.6%,21.4%,5
2024 Australian Open R16,L vs Medvedev,14.6%,32.8%,51.3%,25.8%,18.5%,40.2%,57.3%,35.2%,52.2%,47.8%,40.0%,7.3%,19.5%,39.5%,-45
2024 Australian Open R32,W vs Dimitrov,31.3%,40.7%,55.6%,38.5%,38.5%,50.0%,64.1%,48.8%,34.1%,38.3%,22.2%,16.7%,21.4%,40.0%,49
2023 Rome R64,L vs Tsitsipas,22.2%,30.2%,45.8%,24.6%,30.2%,37.2%,36.7%,33.7%,35.0%,69.6%,100.0%,5.3%,15.8%,61.1%,-63
2022 US Open R64,L vs Wu,27.9%,34.4%,48.8%,31.5%,32.1%,36.6%,44.7%,38.1%,39.2%,32.8%,12.5%,22.7%,33.3%,54.9%,28
2022 US Open R128,W vs Shelton,34.7%,44.3%,56.8%,41.1%,39.5%,50.4%,56.9%,49.0%,41.2%,27.9%,0.0%,26.4%,34.0%,56.4%,27
2022 Barletta CH F,W vs Zekic,23.7%,32.9%,56.4%,30.0%,28.1%,38.6%,51.2%,36.5%,20.8%,51.5%,80.0%,12.5%,18.8%,71.4%,-2
2022 Barletta CH SF,W vs Kolar,28.8%,37.9%,50.0%,33.6%,32.6%,41.9%,44.8%,40.0%,50.0%,44.4%,33.3%,22.7%,31.8%,58.8%,-13
Career (24 matches),,27.7%,37.8%,51.7%,34.4%,33.2%,45.2%,54.5%,43.3%,45.2%,41.2%,41.3%,18.6%,25.7%,46.6%,52
