Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,14,19,42.4%,35-47,42.7%,419-452,48.1%,10-11,47.6%,31,81.8%,14.9%,7.2%,3.0%,65.4%,72.9%,48.9%,64.6%,33.1%,49.2%,0.94
Clay,16,7,9,43.8%,19-26,42.2%,216-227,48.8%,2-8,20.0%,14,79.9%,21.9%,6.7%,2.7%,66.5%,70.8%,48.0%,63.1%,37.8%,50.1%,1.02
Grass,9,5,4,55.6%,13-11,54.2%,127-119,51.6%,4-2,66.7%,8,83.3%,19.2%,9.5%,1.6%,69.4%,73.7%,52.8%,67.3%,35.5%,51.3%,1.09
Grand Slams,11,7,4,63.6%,24-18,57.1%,229-198,53.6%,2-8,20.0%,11,82.4%,26.1%,6.7%,2.3%,70.3%,72.6%,47.9%,65.2%,38.3%,51.8%,1.10
Masters,18,8,10,44.4%,17-24,41.5%,204-235,46.5%,8-5,61.5%,18,80.6%,11.7%,7.4%,3.5%,61.7%,71.3%,51.3%,63.6%,33.5%,48.5%,0.92
Other Tours,25,11,14,44.0%,24-34,41.4%,289-308,48.4%,6-7,46.2%,24,81.7%,15.6%,8.0%,2.4%,67.1%,73.3%,48.3%,65.0%,33.3%,49.3%,0.95
Best of 5,11,7,4,63.6%,24-18,57.1%,229-198,53.6%,2-8,20.0%,11,82.4%,26.1%,6.7%,2.3%,70.3%,72.6%,47.9%,65.2%,38.3%,51.8%,1.10
Best of 3,47,19,28,40.4%,43-66,39.4%,533-600,47.0%,14-13,51.9%,42,81.2%,14.0%,7.7%,2.8%,64.7%,72.4%,49.7%,64.4%,33.4%,49.0%,0.94
Quarter-finals,4,0,4,0.0%,0-8,0.0%,30-49,38.0%,0-1,0.0%,4,73.7%,5.0%,6.7%,2.8%,62.6%,67.3%,45.3%,59.1%,28.5%,43.9%,0.70
vs Righties,53,24,29,45.3%,63-75,45.7%,702-724,49.2%,14-19,42.4%,48,81.9%,18.2%,7.1%,2.7%,66.3%,72.8%,49.0%,64.7%,35.0%,50.0%,0.99
vs Lefties,5,2,3,40.0%,4-9,30.8%,60-74,44.8%,2-2,50.0%,5,78.5%,10.8%,11.0%,2.1%,67.1%,69.6%,52.1%,63.8%,32.9%,48.1%,0.91
vs Top 10,6,2,4,33.3%,5-10,33.3%,65-77,45.8%,0-2,0.0%,6,71.4%,21.4%,5.1%,2.1%,66.1%,66.5%,43.6%,58.7%,34.9%,47.8%,0.85
