Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Gastao Elias [POR],3,3,50.0%,0,0,0,-,2020,2022,3,1.04,1.4%,2.9%,64.5%,64.0%,52.0%,59.8%,41.7%,72.4%,31.4%
5,Andrea Pellegrino [ITA],3,2,60.0%,2,2,0,100.0%,2022,2024,5,0.98,4.1%,1.4%,73.8%,65.0%,51.9%,61.6%,37.6%,50.0%,52.2%
4,Jordan Thompson [AUS],4,0,100.0%,2,1,1,50.0%,2021,2026,4,1.31,6.5%,1.7%,70.5%,72.6%,58.7%,68.5%,41.2%,70.0%,58.6%
4,Daniil Medvedev [RUS],0,4,0.0%,3,1,2,33.3%,2024,2025,4,0.76,6.3%,5.0%,59.2%,68.9%,40.1%,57.2%,32.7%,53.7%,23.1%
4,Zizou Bergs [BEL],1,3,25.0%,3,2,1,66.7%,2020,2025,3,0.86,2.6%,4.1%,62.6%,62.7%,53.5%,59.3%,34.9%,56.7%,31.6%
4,Arthur Fils [FRA],2,2,50.0%,1,0,1,0.0%,2021,2025,3,0.91,4.8%,2.7%,53.1%,69.2%,49.3%,59.9%,36.4%,46.7%,40.0%
4,Joao Monteiro [POR],2,2,50.0%,0,0,0,-,2016,2020,0,,,,,,,,,,
4,Frederico Gil [POR],4,0,100.0%,0,0,0,-,2017,2019,0,,,,,,,,,,
3,Emilio Nava [USA],2,1,66.7%,1,1,0,100.0%,2020,2026,1,1.54,3.8%,2.5%,62.0%,87.8%,60.0%,77.2%,35.1%,100.0%,10.0%
3,Andrey Rublev [RUS],0,3,0.0%,0,0,0,-,2024,2026,3,0.48,7.3%,2.8%,66.1%,68.4%,38.3%,58.2%,19.9%,66.7%,50.0%
3,Casper Ruud [NOR],1,2,33.3%,0,0,0,-,2024,2025,3,1.01,6.9%,3.4%,60.1%,68.9%,46.9%,60.1%,40.3%,57.1%,47.4%
3,Ugo Humbert [FRA],1,2,33.3%,3,2,1,66.7%,2022,2025,3,0.93,5.9%,4.6%,64.6%,67.3%,54.8%,62.9%,34.6%,60.9%,23.5%
3,Otto Virtanen [FIN],1,2,33.3%,1,1,0,100.0%,2022,2025,3,0.86,4.5%,1.1%,71.5%,66.4%,41.2%,59.2%,35.1%,47.6%,33.3%
3,Alexei Popyrin [AUS],1,2,33.3%,3,0,3,0.0%,2017,2025,2,0.86,5.0%,2.9%,71.7%,72.1%,50.0%,65.8%,29.3%,75.0%,41.7%
3,Alex Michelsen [USA],2,1,66.7%,2,1,1,50.0%,2024,2025,3,0.95,11.0%,1.3%,68.8%,71.8%,62.2%,68.8%,29.8%,68.4%,50.0%
