Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),48,995,76,1740,72,1700,69,1701,80,1604,,,,
2025,47,1120,60,1772,51,1745,60,1716,72,1620,,,,
2024,36,1355,53,1788,54,1744,42,1750,98,1576,201,351,,
2023,66,799,88,1711,90,1661,85,1665,102,1569,,,,
2022,112,512,150,1624,141,1581,134,1589,124,1542,,,,
2021,194,346,138,1637,159,1545,120,1601,,,,,,
2020,398,99,,,,,,,,,956,27,,
2019,675,29,,,,,,,,,964,25,,
2018,636,1,,,,,,,,,,,,
2017,539,58,,,,,,,,,764,51,,
2016,1293,4,,,,,,,,,,,,
2015,1282,5,,,,,,,,,1104,24,,
2014,1970,1,,,,,,,,,1553,6,,
