Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R32,L vs Tien,0.85,0.71,39.1,3.0,10.0%,62.0%,8.7%,58.7%,37.7%,27.7%
2025 Athens R32,W vs Sakellaridis,1.25,1.86,48.8,2.8,3.0%,78.8%,9.7%,83.9%,27.3%,28.6%
2025 Wimbledon R128,W vs Cerundolo,0.93,1.36,46.0,3.3,13.6%,72.9%,3.7%,70.4%,36.7%,46.4%
2025 Eastbourne R32,W vs Pinnington Jones,0.97,1.22,60.4,11.7,8.9%,66.7%,7.3%,63.4%,42.6%,45.1%
2025 Roland Garros R128,W vs Jacquet,1.03,1.15,49.2,17.3,5.9%,63.5%,3.9%,61.8%,40.6%,42.7%
2025 Doha R16,L vs Rublev,0.80,0.36,30.5,2.0,14.8%,74.1%,8.0%,52.0%,19.2%,13.0%
2025 Australian Open R32,L vs Alcaraz,0.95,0.64,29.5,2.0,2.8%,67.6%,1.5%,53.0%,22.4%,31.4%
2024 Basel R32,L vs Rublev,1.02,0.56,37.1,2.1,14.3%,57.1%,3.6%,50.0%,29.2%,21.7%
2024 US Open R16,L vs Medvedev,1.05,0.58,24.3,2.0,8.7%,41.3%,2.3%,45.5%,21.1%,42.9%
2024 US Open R32,W vs Mensik,0.92,1.15,53.3,46.4,8.5%,61.0%,7.9%,67.1%,42.2%,47.7%
2024 US Open R64,W vs Kokkinakis,1.03,1.51,34.7,2.4,9.8%,80.4%,8.2%,65.3%,45.8%,32.7%
2024 US Open R128,W vs Coria,1.01,1.59,28.2,2.2,10.8%,64.9%,11.4%,68.6%,40.9%,64.3%
2024 Bastad F,W vs Nadal,0.95,1.47,45.8,2.2,0.0%,64.3%,4.0%,64.0%,69.0%,40.7%
2024 Wimbledon R128,L vs Nishioka,0.78,0.80,41.4,2.1,23.3%,63.3%,13.5%,69.2%,42.2%,27.4%
2024 Rome R16,L vs Zverev,0.98,0.61,47.0,2.0,0.0%,53.3%,7.1%,57.1%,27.6%,28.0%
2024 Los Cabos QF,L vs Ruud,0.74,0.43,34.7,2.0,14.3%,66.7%,11.1%,38.9%,17.9%,37.5%
2024 Australian Open R16,L vs Medvedev,0.96,0.80,37.2,2.1,5.6%,55.6%,1.5%,58.5%,35.1%,36.6%
2024 Australian Open R32,W vs Dimitrov,1.33,1.27,44.9,4.3,15.2%,73.4%,12.7%,62.0%,30.8%,30.2%
2023 US Open R128,L vs Ofner,0.89,0.86,49.0,2.9,8.1%,67.6%,4.4%,55.9%,32.0%,41.7%
2023 Wimbledon R128,L vs Cerundolo,1.01,0.78,35.7,3.5,2.3%,61.6%,3.6%,51.8%,34.9%,31.7%
2026 (1 matches),,0.85,0.71,39.1,3.0,10.0%,62.0%,8.7%,58.7%,37.7%,27.7%
2025 (6 matches),,0.99,1.06,44.8,3.3,7.5%,69.1%,4.8%,63.1%,33.9%,38.3%
2024 (11 matches),,0.99,0.97,40.2,2.4,10.7%,62.5%,7.7%,60.7%,37.5%,38.2%
2023 (3 matches),,0.93,0.75,40.9,2.7,4.2%,62.0%,3.8%,55.5%,30.9%,35.7%
2022 (7 matches),,1.01,1.10,54.5,2.9,4.3%,64.7%,3.9%,66.9%,38.0%,36.6%
Career (36 matches),,0.99,1.01,46.4,2.7,6.6%,64.8%,5.2%,62.8%,37.4%,36.8%
