Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,11,7,4,63.6%,11,5,6,45.5%,2023,2026,R16,11,1.04,8.1%,2.2%,69.2%,71.2%,55.1%,66.2%,35.2%,67.4%,43.0%
Roland Garros,4,Clay,10,6,4,60.0%,9,3,6,33.3%,2022,2025,R32,10,1.03,5.6%,3.5%,65.3%,71.7%,46.1%,62.8%,38.2%,60.9%,46.2%
Wimbledon,4,Grass,9,4,5,44.4%,9,2,7,22.2%,2022,2025,R32,9,1.05,8.8%,3.1%,67.8%,72.7%,47.4%,64.6%,37.1%,69.4%,39.1%
US Open,4,Hard,12,8,4,66.7%,14,7,7,50.0%,2022,2025,R16,12,1.08,6.4%,4.7%,61.3%,70.8%,52.4%,63.7%,39.4%,54.0%,41.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.61,0.0%,0.0%,89.1%,48.8%,60.0%,50.0%,30.6%,50.0%,0
Davis Cup,5,,11,4,7,36.4%,4,2,2,50.0%,2022,2026,,1,0.66,2.3%,2.3%,72.1%,58.1%,25.0%,48.8%,34.0%,44.4%,0.0%
Miami Masters,4,Hard,6,2,4,33.3%,5,2,3,40.0%,2023,2026,R128,6,0.93,5.9%,2.4%,65.1%,72.7%,58.4%,67.7%,30.0%,60.7%,22.2%
Indian Wells Masters,4,Hard,6,2,4,33.3%,2,1,1,50.0%,2023,2026,R64,6,0.99,4.5%,2.8%,63.4%,70.8%,48.8%,62.8%,37.0%,67.9%,31.0%
Acapulco,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2023,2026,R16,4,0.86,7.8%,5.9%,58.5%,69.0%,42.9%,58.1%,36.1%,53.3%,25.0%
Delray Beach,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2023,2026,R16,7,1.13,5.3%,3.3%,67.5%,71.8%,55.3%,66.5%,37.8%,66.7%,36.7%
Auckland,3,Hard,8,5,3,62.5%,5,3,2,60.0%,2024,2026,SF,8,0.93,5.3%,0.9%,69.0%,68.2%,53.7%,63.7%,33.6%,50.0%,56.4%
Hong Kong,2,Hard,6,3,3,50.0%,1,1,0,100.0%,2024,2026,QF,6,0.94,7.0%,3.1%,64.5%,73.9%,45.3%,63.7%,33.9%,51.7%,42.9%
