Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,3,9,25.0%,10-19,34.5%,112-151,42.6%,2-1,66.7%,4,-,-,3.0%,10.0%,51.3%,61.9%,43.2%,52.8%,40.7%,47.2%,0.86
Clay,19,6,13,31.6%,14-28,33.3%,173-209,45.3%,0-2,0.0%,2,-,-,1.9%,3.7%,61.1%,48.5%,26.2%,39.8%,41.7%,40.8%,0.69
Grass,2,1,1,50.0%,2-2,50.0%,21-23,47.7%,1-0,100.0%,2,-,-,2.6%,10.3%,56.1%,72.4%,32.4%,54.8%,42.5%,48.8%,0.94
Carpet,3,1,2,33.3%,2-4,33.3%,23-31,42.6%,0-0,-,0,,,,,,,,,,,
Grand Slams,7,3,4,42.9%,8-9,47.1%,78-86,47.6%,2-0,100.0%,6,-,-,2.3%,9.8%,54.2%,64.3%,37.8%,52.2%,44.8%,48.5%,0.94
Premiers,5,1,4,20.0%,3-8,27.3%,39-57,40.6%,0-0,-,1,-,-,0.0%,0.0%,72.5%,34.5%,27.3%,32.5%,33.3%,32.9%,0.49
Internationals,19,6,13,31.6%,13-28,31.7%,166-212,43.9%,1-2,33.3%,1,-,-,7.3%,7.3%,45.5%,72.0%,36.7%,52.7%,11.1%,36.3%,0.24
vs Righties,35,10,25,28.6%,26-53,32.9%,317-411,43.5%,3-3,50.0%,8,-,-,2.6%,8.8%,54.7%,62.0%,37.2%,50.7%,41.4%,46.3%,0.84
vs Top 10,3,0,3,0.0%,1-6,14.3%,22-38,36.7%,0-0,-,1,-,-,4.5%,13.4%,47.8%,68.8%,37.1%,52.2%,33.8%,43.2%,0.71
