Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2001,2006,R64,2,0.96,2.4%,11.4%,53.7%,60.6%,43.9%,52.8%,45.1%,41.2%,55.6%
Roland Garros,7,Clay,10,3,7,30.0%,3,1,2,33.3%,2001,2007,R128,1,0.82,2.9%,5.9%,54.4%,59.5%,25.8%,44.1%,45.7%,54.5%,22.2%
Wimbledon,5,Grass,7,2,5,28.6%,2,2,0,100.0%,2000,2006,R64,2,0.94,2.6%,10.3%,56.1%,72.4%,32.4%,54.8%,42.5%,46.7%,42.9%
US Open,7,Hard,9,2,7,22.2%,2,1,1,50.0%,2000,2006,R64,1,1.01,1.1%,9.7%,51.6%,58.3%,46.7%,52.7%,47.9%,33.3%,66.7%
Warsaw,5,Clay,10,4,6,40.0%,0,0,0,-,1999,2009,R32,1,0.49,0.0%,0.0%,72.5%,34.5%,27.3%,32.5%,33.3%,25.0%,50.0%
Linz,5,Hard,9,4,5,44.4%,3,1,2,33.3%,2001,2009,Q3,0,,,,,,,,,,
Prague,4,Clay,11,7,4,63.6%,2,1,1,50.0%,1998,2007,R16,0,,,,,,,,,,
Budapest,4,Clay,8,4,4,50.0%,2,0,2,0.0%,2001,2006,R16,0,,,,,,,,,,
Moscow,3,Carpet,8,5,3,62.5%,0,0,0,-,2003,2005,R16,0,,,,,,,,,,
Sopot,3,Clay,5,1,4,20.0%,0,0,0,-,2000,2004,R32,0,,,,,,,,,,
