Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2010,,,,,,,,,,,996,8,,
2009,340,114,,,,,,,,,,,,
2008,267,101,,,,,,,,,,,,
2007,245,111,207,1407,213,1349,198,1387,,,,,,
2006,211,124,195,1457,196,1397,185,1436,176,1381,,,,
2005,160,223,198,1473,200,1406,177,1458,179,1371,,,,
2004,99,374,128,1629,140,1550,128,1563,166,1426,,,,
2003,137,237,151,1544,162,1473,146,1506,,,,,,
2002,229,128,,,,,,,,,,,,
2001,165,183,173,1503,181,1429,144,1512,176,1382,,,,
2000,166,154,191,1401,189,1335,180,1413,167,1357,,,,
1999,220,93,,,,,,,,,,,,
1998,219,94,,,,,,,,,,,,
1997,324,45,,,,,,,,,,,,
1996,571,11,,,,,,,,,,,,
