Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,22,11,11,50.0%,20-25,44.4%,188-206,47.7%,1-3,25.0%,0,,,,,,,,,,,,QF (3x)
2008,44,23,21,52.3%,56-47,54.4%,495-453,52.2%,3-5,37.5%,0,,,,,,,,,,,,SF (Katowice 25K)
2007,37,17,20,45.9%,41-46,47.1%,404-419,49.1%,8-2,80.0%,0,,,,,,,,,,,,W (Podgorica 25K)
2006,32,13,19,40.6%,30-41,42.3%,310-342,47.5%,5-5,50.0%,0,,,,,,,,,,,,QF (4x)
2005,9,4,5,44.4%,9-11,45.0%,87-94,48.1%,0-0,-,0,,,,,,,,,,,,QF (Pruhonice 25K)
2004,34,24,10,70.6%,52-25,67.5%,412-306,57.4%,3-4,42.9%,0,,,,,,,,,,,,W (Pruhonice 25K)
2003,47,33,14,70.2%,67-33,67.0%,522-376,58.1%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2002,36,19,17,52.8%,42-39,51.9%,385-355,52.0%,2-6,25.0%,0,,,,,,,,,,,,SF (2x)
2001,33,19,14,57.6%,43-31,58.1%,373-317,54.1%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2000,46,25,21,54.3%,53-42,55.8%,469-419,52.8%,2-7,22.2%,0,,,,,,,,,,,,F (Verona 25K)
1999,31,15,16,48.4%,35-30,53.8%,279-268,51.0%,1-5,16.7%,0,,,,,,,,,,,,F (Galatina 10K)
1998,33,19,14,57.6%,38-30,55.9%,299-280,51.6%,5-4,55.6%,0,,,,,,,,,,,,W (Warsaw 25K)
1997,25,18,7,72.0%,35-16,68.6%,265-182,59.3%,3-5,37.5%,0,,,,,,,,,,,,W (Plzen 10K)
1996,9,7,2,77.8%,13-6,68.4%,103-71,59.2%,1-1,50.0%,0,,,,,,,,,,,,W (Zadar 10K)
Career,438,247,191,56.4%,534-422,55.9%,4591-4088,52.9%,41-54,43.2%,0,,,,,,,,,,,,
