Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Prokuplje R32,L vs Kozyreva,78% (7/9),71% (5/7),4/7,89% (8/9),0% (0/8),0/5,0/0,0/1,0/0,0/1
2019 W15 Antalya R16,W vs Popovic,78% (7/9),71% (5/7),1/2,44% (4/9),50% (2/4),2/3,0/1,0/0,0/0,0/0
2019 W15 Antalya R32,W vs Sysoeva,88% (7/8),100% (7/7),3/3,50% (4/8),25% (1/4),4/6,1/1,0/0,0/0,0/0
2019 W15 Antalya QF,L vs Sakellaridi,38% (3/8),67% (2/3),2/4,100% (8/8),25% (2/8),0/2,0/0,0/2,0/0,0/1
2019 W15 Antalya R16,W vs Ni Ma,53% (9/17),100% (9/9),3/4,38% (6/16),33% (2/6),7/8,2/4,0/0,0/1,0/0
2019 W15 Antalya R16,L vs Ovcharenko,33% (3/9),67% (2/3),2/5,67% (6/9),17% (1/6),1/2,0/0,1/1,0/0,0/0
2019 W15 Antalya R32,L vs Radisic,38% (3/8),67% (2/3),1/6,86% (6/7),0% (0/6),1/2,0/0,0/0,0/0,0/0
2019 W15 Antalya R32,L vs Cuk,13% (1/8),100% (1/1),0/4,67% (6/9),17% (1/6),0/1,0/0,2/3,0/0,1/2
2017 Antalya $15K R16,L vs Matviyenko,25% (2/8),0% (0/2),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2017 Antalya $15K R32,W vs Aksu,88% (7/8),86% (6/7),1/2,25% (2/8),0% (0/2),3/5,1/2,0/0,1/1,0/0
2017 Antalya $15K R32,L vs Evtimova,43% (6/14),100% (6/6),4/6,60% (9/15),22% (2/9),2/6,1/3,0/0,0/2,0/0
2017 Istanbul $25K R32,L vs Frolova,38% (3/8),100% (3/3),2/7,88% (7/8),0% (0/7),0/3,0/0,0/0,0/0,0/0
2017 Antalya $15K R32,L vs Alves,13% (1/8),100% (1/1),0/5,88% (7/8),29% (2/7),0/1,0/0,1/1,0/0,0/0
2017 Varna $15K R32,L vs Boev,50% (4/8),50% (2/4),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/1
2017 Istanbul $15K R16,L vs Piskun,55% (6/11),83% (5/6),4/7,73% (8/11),13% (1/8),3/5,0/0,2/2,0/0,1/1
2017 Istanbul $15K R32,W vs Kitagawa,90% (9/10),78% (7/9),3/5,80% (8/10),38% (3/8),3/7,2/2,0/0,1/1,0/0
2017 Izmir $60K R32,L vs Tomova,0% (0/6),- (0/0),0/6,100% (6/6),0% (0/6),0/0,0/0,0/0,0/0,0/0
2017 Istanbul $15K R32,L vs Vanlangendonck,14% (1/7),100% (1/1),1/5,88% (7/8),14% (1/7),0/1,0/0,0/1,0/0,0/1
2017 Antalya $15K R32,L vs Comlek,57% (8/14),75% (6/8),4/6,57% (8/14),25% (2/8),2/5,0/1,2/2,0/0,1/1
2017 Antalya $15K R32,L vs Fomina,30% (3/10),67% (2/3),0/4,55% (6/11),17% (1/6),2/2,0/0,0/1,0/0,0/1
2019 (8 matches),,52.6%,82.5%,45.7%,64.0%,18.8%,51.7%,50.0%,42.9%,0.0%,25.0%
2017 (13 matches),,42.9%,78.4%,33.3%,69.7%,15.3%,39.5%,50.0%,50.0%,50.0%,40.0%
2016 (3 matches),,43.3%,92.3%,38.5%,55.2%,12.5%,75.0%,0.0%,50.0%,-,100.0%
Career (24 matches),,46.2%,81.7%,37.7%,65.9%,16.1%,48.0%,46.7%,47.4%,40.0%,40.0%
