Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Prokuplje R32,L vs Kozyreva,20% (1/5),63% (5/8),0/0,0/0,20% (2/10),1/3,0/1,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Popovic,54% (7/13),71% (5/7),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Sysoeva,29% (5/17),64% (7/11),2/8,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya QF,L vs Sakellaridi,40% (2/5),50% (2/4),0/0,0/0,50% (6/12),1/3,0/1,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Ni Ma,41% (9/22),100% (9/9),3/8,1/4,56% (5/9),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Ovcharenko,57% (4/7),50% (2/4),0/0,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Radisic,25% (1/4),33% (2/6),0/0,0/0,25% (2/8),2/4,1/2,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Cuk,44% (4/9),50% (1/2),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2017 Antalya $15K R16,L vs Matviyenko,50% (4/8),0% (0/2),0/0,0/0,0% (0/4),2/4,2/3,- (0/0),- (0/0)
2017 Antalya $15K R32,W vs Aksu,50% (6/12),86% (6/7),2/4,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2017 Antalya $15K R32,L vs Evtimova,57% (8/14),100% (6/6),1/1,0/0,50% (7/14),0/2,0/1,33% (2/6),40% (2/5)
2017 Istanbul $25K R32,L vs Frolova,25% (1/4),43% (3/7),0/0,0/0,50% (7/14),1/3,1/2,- (0/0),- (0/0)
2017 Antalya $15K R32,L vs Alves,27% (3/11),100% (1/1),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2017 Varna $15K R32,L vs Boev,40% (2/5),33% (2/6),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2017 Istanbul $15K R16,L vs Piskun,80% (4/5),63% (5/8),0/0,0/0,61% (11/18),5/7,1/2,- (0/0),- (0/0)
2017 Istanbul $15K R32,W vs Kitagawa,38% (5/13),54% (7/13),2/3,1/1,62% (8/13),0/0,0/0,- (0/0),- (0/0)
2017 Izmir $60K R32,L vs Tomova,- (0/0),- (0/0),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2017 Istanbul $15K R32,L vs Vanlangendonck,25% (2/8),33% (1/3),0/0,0/0,45% (5/11),1/3,0/1,- (0/0),- (0/0)
2017 Antalya $15K R32,L vs Comlek,57% (8/14),60% (6/10),1/1,0/0,45% (5/11),2/4,1/2,- (0/0),- (0/0)
2017 Antalya $15K R32,L vs Fomina,60% (6/10),40% (2/5),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 (8 matches),,40.2%,64.7%,38.9%,50.0%,46.6%,37.5%,28.6%,-,-
2017 (13 matches),,46.7%,57.1%,66.7%,66.7%,45.9%,35.3%,31.3%,33.3%,40.0%
2016 (3 matches),,57.7%,50.0%,33.3%,33.3%,50.0%,0.0%,0.0%,80.0%,75.0%
Career (24 matches),,45.6%,58.6%,43.6%,46.7%,46.6%,34.0%,29.2%,54.5%,55.6%
