Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Diana Demidova [RUS],3,5,37.5%,3,2,1,66.7%,2021,2023,0,,,,,,,,,,
7,Julia Stamatova [BUL],4,3,57.1%,2,2,0,100.0%,2016,2025,1,0.86,6.6%,18.0%,68.9%,66.7%,21.1%,52.5%,40.7%,50.0%,50.0%
6,Daria Lodikova [RUS],2,4,33.3%,1,1,0,100.0%,2021,2023,0,,,,,,,,,,
6,Yana Mogilnitskaya [RUS],3,3,50.0%,1,0,1,0.0%,2019,2022,0,,,,,,,,,,
5,Doga Turkmen [TUR],4,1,80.0%,1,1,0,100.0%,2021,2024,0,,,,,,,,,,
4,Berfu Cengiz [TUR],0,4,0.0%,0,0,0,-,2020,2023,0,,,,,,,,,,
4,Andrea Obradovic [SRB],2,2,50.0%,3,2,1,66.7%,2022,2023,0,,,,,,,,,,
4,Sapfo Sakellaridi [GRE],0,4,0.0%,0,0,0,-,2019,2021,0,,,,,,,,,,
4,Dia Evtimova [BUL],0,4,0.0%,1,0,1,0.0%,2017,2019,0,,,,,,,,,,
3,Alana Subasic [AUS],1,2,33.3%,0,0,0,-,2025,2025,3,0.78,2.6%,18.3%,50.3%,61.0%,36.8%,49.0%,39.9%,53.6%,37.5%
3,Ioana Zvonaru [ROU],3,0,100.0%,0,0,0,-,2022,2025,1,1.17,0.0%,8.9%,62.5%,51.4%,38.1%,46.4%,62.5%,37.5%,70.0%
3,Natalia Siedliska [POL],3,0,100.0%,0,0,0,-,2023,2025,1,1.32,4.8%,1.6%,72.6%,62.2%,41.2%,56.5%,57.4%,80.0%,46.2%
3,Alize Lim [FRA],2,1,66.7%,0,0,0,-,2024,2024,0,,,,,,,,,,
3,Hulya Esen [TUR],3,0,100.0%,3,3,0,100.0%,2018,2024,0,,,,,,,,,,
3,Sonja Zhiyenbayeva [GER],1,2,33.3%,2,1,1,50.0%,2022,2024,0,,,,,,,,,,
