Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,31,16,66.0%,73-41,64.0%,609-542,52.9%,12-9,57.1%,45,83.8%,21.7%,8.2%,3.8%,62.3%,74.0%,54.2%,66.5%,36.9%,51.5%,1.10
Clay,16,10,6,62.5%,26-16,61.9%,223-191,53.9%,2-4,33.3%,14,82.9%,25.0%,3.0%,2.2%,63.8%,68.5%,53.6%,63.1%,38.7%,51.3%,1.05
Grass,4,2,2,50.0%,7-6,53.8%,65-61,51.6%,1-1,50.0%,4,87.1%,16.1%,8.4%,5.4%,59.2%,79.1%,49.7%,67.1%,30.3%,50.1%,0.92
Grand Slams,11,7,4,63.6%,27-20,57.4%,246-229,51.8%,5-3,62.5%,11,83.4%,19.4%,6.2%,3.2%,63.6%,72.9%,53.6%,65.9%,35.8%,50.8%,1.05
Masters,27,18,9,66.7%,39-22,63.9%,326-290,52.9%,3-5,37.5%,27,84.4%,21.8%,7.1%,3.8%,61.7%,73.3%,53.6%,65.7%,36.5%,51.3%,1.06
Other Tours,25,16,9,64.0%,34-17,66.7%,277-230,54.6%,7-5,58.3%,25,83.7%,24.7%,7.5%,3.5%,62.3%,72.8%,53.8%,65.7%,38.3%,51.9%,1.12
Best of 5,11,7,4,63.6%,27-20,57.4%,246-229,51.8%,5-3,62.5%,11,83.4%,19.4%,6.2%,3.2%,63.6%,72.9%,53.6%,65.9%,35.8%,50.8%,1.05
Best of 3,56,36,20,64.3%,79-43,64.8%,651-565,53.5%,10-11,47.6%,52,84.1%,23.1%,7.3%,3.7%,61.9%,73.1%,53.7%,65.7%,37.3%,51.6%,1.09
Finals,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,1-0,100.0%,2,72.2%,16.7%,0.8%,2.4%,69.4%,65.1%,47.4%,59.7%,33.0%,47.6%,0.82
Semi-finals,5,2,3,40.0%,5-4,55.6%,50-44,53.2%,0-2,0.0%,5,89.4%,20.4%,7.0%,3.3%,61.5%,74.5%,60.9%,69.2%,33.1%,51.6%,1.08
Quarter-finals,9,5,4,55.6%,12-11,52.2%,118-109,52.0%,1-3,25.0%,9,80.2%,25.0%,8.8%,4.3%,61.4%,76.1%,46.1%,64.5%,39.3%,51.4%,1.11
vs Righties,58,38,20,65.5%,94-56,62.7%,796-699,53.2%,14-13,51.9%,54,84.4%,21.8%,7.1%,3.4%,63.3%,73.2%,54.1%,66.1%,36.7%,51.4%,1.08
vs Lefties,9,5,4,55.6%,12-7,63.2%,101-95,51.5%,1-1,50.0%,9,79.8%,23.2%,6.3%,4.4%,56.8%,72.0%,51.4%,63.1%,37.9%,50.9%,1.03
vs Top 10,8,5,3,62.5%,12-9,57.1%,106-102,51.0%,1-1,50.0%,8,82.4%,20.2%,3.7%,2.3%,64.3%,69.7%,54.1%,64.1%,35.8%,50.2%,1.00
