Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Shanghai QF,L vs Vacherot,0.0%,-,10.1%,77.3%,19.2%,18.4%,16.7%,7.1%,37.5%,2.8%,36.4%,5,4
2025 Cincinnati QF,L vs Atmane,9.4%,80.0%,9.1%,60.0%,16.1%,23.1%,40.0%,14.3%,28.6%,0.0%,-,58,36
2025 Canada R32,W vs Muller,0.0%,-,6.3%,83.3%,15.4%,21.1%,0.0%,4.3%,0.0%,0.6%,100.0%,10,33
2025 Wimbledon R128,L vs Jarry,1.4%,50.0%,6.9%,60.0%,17.3%,20.7%,66.7%,14.3%,38.5%,4.6%,23.1%,14,45
2025 Roland Garros R16,L vs Musetti,15.3%,72.2%,26.6%,69.2%,11.6%,7.9%,7.7%,5.4%,17.6%,1.9%,11.1%,32,-6
2025 Roland Garros R128,W vs Bautista Agut,9.5%,83.3%,19.0%,66.7%,12.8%,16.7%,4.8%,5.9%,25.0%,4.0%,35.0%,30,2
2025 Rome R32,L vs Moutet,3.8%,80.0%,23.8%,64.4%,13.1%,14.9%,13.3%,11.3%,4.2%,1.8%,37.5%,27,16
2025 Rome R64,W vs Comesana,6.0%,62.5%,19.4%,71.1%,11.8%,16.2%,21.1%,4.6%,0.0%,3.7%,46.7%,15,-4
2025 Barcelona F,W vs Alcaraz,1.4%,100.0%,9.3%,83.3%,11.9%,15.8%,0.0%,4.1%,8.3%,0.7%,0.0%,-65,-97
2025 Barcelona QF,W vs Ruud,3.6%,100.0%,7.1%,62.5%,13.2%,17.6%,16.7%,7.7%,40.0%,3.3%,25.0%,-69,-63
2025 Miami R64,L vs Opelka,1.1%,100.0%,3.8%,71.4%,18.2%,13.0%,0.0%,5.5%,66.7%,3.2%,33.3%,-63,-110
2025 Indian Wells F,L vs Draper,3.9%,50.0%,8.2%,37.5%,11.3%,14.3%,15.4%,16.0%,0.0%,0.6%,0.0%,4,-49
2025 Indian Wells SF,W vs Medvedev,13.0%,88.9%,16.9%,77.3%,9.8%,15.8%,0.0%,5.9%,27.8%,1.8%,33.3%,-82,-42
2025 Indian Wells QF,W vs Griekspoor,0.0%,-,7.7%,84.6%,15.5%,8.6%,0.0%,10.4%,40.0%,1.2%,50.0%,-39,-41
2025 Indian Wells R16,W vs Tsitsipas,0.0%,-,16.0%,84.2%,16.2%,24.2%,0.0%,8.6%,33.3%,0.0%,-,-12,13
2025 Rotterdam R32,W vs Sonego,1.5%,0.0%,11.8%,70.0%,23.8%,24.3%,9.1%,12.7%,36.4%,0.0%,-,14,15
2025 Australian Open R16,L vs Sinner,0.0%,-,4.7%,70.0%,13.4%,20.0%,0.0%,8.6%,12.5%,1.2%,50.0%,55,52
2025 Australian Open R32,W vs Kecmanovic,1.4%,100.0%,6.5%,60.0%,24.1%,19.4%,50.0%,11.0%,27.8%,0.7%,33.3%,57,62
2024 Brisbane R32,L vs Lehecka,9.8%,16.7%,8.5%,36.4%,12.7%,13.0%,28.6%,8.1%,33.3%,0.0%,-,32,-29
2024 Paris SF,L vs Zverev,4.5%,66.7%,11.3%,81.3%,12.3%,21.1%,0.0%,2.2%,33.3%,2.6%,33.3%,-11,3
Career (94 matches),,4.9%,63.8%,12.9%,68.0%,15.2%,17.5%,12.1%,8.6%,27.4%,2.8%,30.1%,-1,-1
