Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Shanghai QF,L vs Vacherot,72.7%,53.4%,0.8%,1/0,2.58,7.2%,69.9%,50.0%,1.2%,2.37,8.7%,81.1%,60.0%,0.0%,3.00,4.3%
2025 Cincinnati QF,L vs Atmane,56.6%,46.7%,1.9%,1/0,2.33,20.0%,48.5%,31.3%,0.0%,2.32,33.3%,82.4%,64.3%,5.9%,2.34,0.0%
2025 Canada R32,W vs Muller,67.4%,48.4%,0.0%,0/0,2.03,15.6%,64.0%,37.5%,0.0%,2.13,21.1%,78.9%,60.0%,0.0%,1.88,7.7%
2025 Wimbledon R128,L vs Jarry,46.0%,46.9%,5.0%,2/5,2.78,2.2%,41.5%,52.9%,4.9%,2.75,2.0%,62.5%,40.0%,6.3%,2.81,2.5%
2025 Roland Garros R16,L vs Musetti,79.8%,45.5%,2.4%,1/2,2.02,3.2%,73.4%,44.8%,1.3%,2.01,5.2%,93.2%,46.3%,4.5%,2.04,0.0%
2025 Roland Garros R128,W vs Bautista Agut,78.6%,45.7%,1.7%,0/2,2.30,7.2%,69.7%,32.6%,1.5%,2.28,11.3%,93.9%,58.7%,2.0%,2.33,0.0%
2025 Rome R32,L vs Moutet,73.5%,43.4%,2.7%,3/0,2.13,4.0%,70.3%,31.1%,3.1%,2.30,6.8%,84.4%,57.9%,2.2%,2.01,1.8%
2025 Rome R64,W vs Comesana,74.0%,46.5%,5.2%,3/2,2.66,10.1%,76.3%,42.2%,3.4%,2.71,12.7%,78.8%,53.8%,9.1%,2.58,5.3%
2025 Barcelona F,W vs Alcaraz,75.4%,51.2%,0.0%,0/0,1.99,3.4%,72.5%,48.3%,0.0%,2.13,5.0%,82.4%,57.1%,0.0%,1.69,0.0%
2025 Barcelona QF,W vs Ruud,74.1%,55.8%,5.2%,2/1,2.43,0.0%,73.3%,54.5%,0.0%,2.33,0.0%,84.0%,57.1%,12.0%,2.52,0.0%
2025 Miami R64,L vs Opelka,48.4%,46.7%,5.4%,3/2,2.04,14.0%,43.1%,53.6%,4.6%,1.89,16.7%,70.8%,35.3%,8.3%,2.43,7.1%
2025 Indian Wells F,L vs Draper,60.9%,42.9%,2.2%,0/1,2.42,7.3%,42.3%,18.2%,3.8%,2.19,11.1%,85.0%,58.8%,0.0%,2.86,0.0%
2025 Indian Wells SF,W vs Medvedev,80.0%,50.0%,6.7%,1/3,2.49,10.6%,76.7%,43.5%,6.7%,2.40,18.5%,83.3%,56.0%,6.7%,2.61,0.0%
2025 Indian Wells QF,W vs Griekspoor,72.6%,63.8%,1.1%,1/0,2.17,14.3%,68.3%,53.7%,0.0%,2.10,19.4%,87.5%,78.6%,3.1%,2.32,5.0%
2025 Indian Wells R16,W vs Tsitsipas,70.5%,58.1%,1.6%,1/0,2.31,10.8%,73.0%,55.6%,2.7%,2.25,16.7%,69.6%,62.5%,0.0%,2.42,0.0%
2025 Rotterdam R32,W vs Sonego,71.4%,57.1%,7.1%,5/2,2.40,15.2%,64.9%,54.1%,3.5%,2.33,28.0%,84.6%,60.6%,12.8%,2.48,0.0%
2025 Australian Open R16,L vs Sinner,59.0%,37.1%,2.9%,1/2,2.12,1.3%,50.8%,33.3%,1.7%,2.11,2.0%,80.0%,40.6%,5.0%,2.14,0.0%
2025 Australian Open R32,W vs Kecmanovic,64.4%,52.1%,6.0%,5/4,2.20,10.7%,63.2%,48.3%,5.3%,2.19,19.6%,75.0%,58.3%,8.3%,2.21,0.0%
2024 Brisbane R32,L vs Lehecka,63.2%,55.8%,4.4%,0/3,2.28,22.9%,62.8%,51.9%,0.0%,2.05,35.5%,66.7%,62.5%,12.5%,2.69,0.0%
2024 Paris SF,L vs Zverev,73.1%,28.6%,9.0%,4/2,1.97,5.8%,75.6%,23.5%,8.9%,1.93,10.7%,78.9%,40.0%,10.5%,2.02,0.0%
Career (94 matches),,65.5%,47.4%,3.7%,54.3%,2.27,11.5%,61.9%,43.1%,3.2%,2.24,16.7%,79.5%,53.5%,5.2%,2.31,4.0%
