Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,11,7,4,63.6%,7,4,3,57.1%,2022,2025,R16,11,1.06,7.9%,4.3%,62.3%,73.7%,52.7%,65.8%,36.2%,58.6%,40.5%
Roland Garros,4,Clay,18,14,4,77.8%,10,7,3,70.0%,2022,2025,QF,17,1.08,3.8%,3.7%,62.5%,70.1%,53.5%,63.9%,39.1%,65.7%,44.3%
Wimbledon,4,Grass,11,7,4,63.6%,8,6,2,75.0%,2022,2025,QF,11,1.04,9.2%,4.8%,61.5%,77.7%,53.9%,68.5%,32.7%,71.6%,31.5%
US Open,5,Hard,11,6,5,54.5%,5,4,1,80.0%,2021,2025,R32,10,0.90,6.6%,5.7%,57.5%,69.9%,51.9%,62.3%,34.0%,61.4%,34.2%
Davis Cup,5,,12,8,4,66.7%,7,4,3,57.1%,2018,2025,,2,1.77,7.5%,2.8%,54.2%,81.0%,67.3%,74.8%,44.7%,50.0%,61.5%
Stockholm,3,Hard,9,7,2,77.8%,5,2,3,40.0%,2022,2025,W,9,1.26,8.5%,3.5%,65.4%,76.2%,52.3%,67.9%,40.2%,63.6%,46.2%
Shanghai Masters,3,Hard,8,5,3,62.5%,2,0,2,0.0%,2023,2025,QF,8,1.06,8.3%,3.6%,62.6%,73.6%,54.8%,66.5%,35.5%,56.8%,35.4%
Tokyo,2,Hard,7,5,2,71.4%,3,1,2,33.3%,2024,2025,SF,7,1.21,11.5%,2.5%,67.4%,74.5%,52.2%,67.2%,39.7%,60.0%,43.8%
Cincinnati Masters,4,Hard,11,7,4,63.6%,5,3,2,60.0%,2022,2025,SF,11,0.99,7.7%,5.9%,55.6%,72.6%,53.0%,63.9%,35.6%,56.6%,54.0%
Canada Masters,4,Hard,9,5,4,55.6%,2,1,1,50.0%,2022,2025,R16,9,0.95,8.2%,6.3%,61.1%,70.3%,54.3%,64.1%,34.1%,65.3%,38.3%
Queen's Club,3,Grass,8,5,3,62.5%,6,3,3,50.0%,2023,2025,SF,8,1.00,9.4%,4.2%,63.0%,77.1%,52.1%,67.8%,32.2%,76.9%,45.2%
