Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Shanghai QF,L vs Vacherot,24.0%,39.6%,55.1%,33.8%,29.2%,50.8%,63.0%,43.7%,60.7%,37.8%,0.0%,14.8%,18.5%,39.1%,24
2025 Cincinnati QF,L vs Atmane,26.3%,45.6%,36.6%,35.1%,24.2%,54.5%,48.0%,39.4%,53.8%,20.0%,28.6%,30.4%,34.8%,18.8%,-16
2025 Canada R32,W vs Muller,32.7%,40.8%,65.6%,41.8%,40.6%,50.0%,68.4%,54.7%,53.8%,21.1%,-,18.8%,25.0%,61.5%,10
2025 Wimbledon R128,L vs Jarry,33.3%,44.7%,52.7%,38.3%,44.0%,54.9%,58.8%,52.1%,51.2%,39.6%,0.0%,20.0%,34.0%,45.0%,68
2025 Roland Garros R16,L vs Musetti,10.8%,31.7%,53.8%,21.8%,9.5%,33.8%,52.2%,27.3%,67.6%,52.5%,0.0%,14.0%,30.2%,56.8%,20
2025 Roland Garros R128,W vs Bautista Agut,17.8%,37.0%,59.5%,29.1%,22.0%,45.1%,62.0%,38.8%,55.3%,60.4%,28.6%,9.1%,20.5%,55.0%,-79
2025 Rome R32,L vs Moutet,17.8%,28.9%,55.3%,24.6%,22.4%,39.7%,60.0%,38.3%,64.3%,30.0%,0.0%,15.9%,23.2%,51.7%,39
2025 Rome R64,W vs Comesana,17.6%,27.9%,50.9%,26.8%,22.6%,36.6%,52.8%,36.0%,72.7%,46.9%,46.7%,7.3%,9.8%,47.4%,-41
2025 Barcelona F,W vs Alcaraz,18.1%,26.4%,58.6%,23.2%,23.1%,32.7%,60.0%,30.2%,52.2%,58.6%,50.0%,5.3%,10.5%,55.6%,-63
2025 Barcelona QF,W vs Ruud,16.4%,32.7%,61.4%,24.0%,24.1%,44.8%,72.7%,38.6%,64.3%,46.7%,-,8.3%,20.8%,50.0%,-33
2025 Miami R64,L vs Opelka,40.9%,47.3%,54.0%,44.8%,43.8%,51.6%,55.6%,49.5%,53.6%,41.7%,0.0%,41.7%,45.8%,50.0%,182
2025 Indian Wells F,L vs Draper,17.3%,26.9%,43.9%,23.3%,20.6%,35.3%,48.1%,29.7%,64.7%,47.1%,33.3%,12.5%,12.5%,35.7%,4
2025 Indian Wells SF,W vs Medvedev,27.1%,35.7%,59.2%,36.6%,38.3%,51.1%,55.2%,52.3%,62.5%,47.8%,100.0%,4.8%,4.8%,65.0%,-70
2025 Indian Wells QF,W vs Griekspoor,24.3%,37.8%,57.1%,31.5%,29.4%,43.1%,66.7%,39.8%,50.0%,36.0%,0.0%,13.0%,26.1%,40.0%,-79
2025 Indian Wells R16,W vs Tsitsipas,36.2%,43.1%,54.1%,41.7%,41.5%,51.2%,54.2%,49.3%,50.0%,69.6%,66.7%,23.5%,23.5%,53.8%,-79
2025 Rotterdam R32,W vs Sonego,33.3%,45.8%,54.2%,42.5%,34.1%,48.8%,66.7%,50.2%,56.3%,36.0%,50.0%,32.3%,41.9%,38.1%,-79
2025 Australian Open R16,L vs Sinner,25.5%,40.0%,48.7%,33.0%,29.0%,47.8%,53.1%,41.0%,75.0%,36.4%,33.3%,21.6%,29.7%,41.4%,69
2025 Australian Open R32,W vs Kecmanovic,31.6%,44.9%,49.5%,39.4%,41.1%,57.9%,60.7%,53.9%,64.4%,38.0%,0.0%,19.0%,27.6%,36.2%,41
2024 Brisbane R32,L vs Lehecka,19.4%,25.8%,41.7%,21.1%,22.5%,25.0%,38.7%,25.3%,36.4%,55.6%,-,15.0%,30.0%,47.1%,32
2024 Paris SF,L vs Zverev,28.0%,37.3%,50.0%,35.2%,39.1%,52.2%,53.6%,50.9%,47.8%,30.4%,0.0%,11.1%,14.8%,45.8%,-4
Career (94 matches),,25.1%,38.6%,53.9%,32.9%,31.4%,46.9%,56.8%,43.9%,58.7%,48.0%,42.6%,16.9%,28.2%,49.5%,48
