Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,174,110,64,63.2%,250-163,60.5%,2162-1950,52.6%,46-29,61.3%,164,83.5%,20.7%,8.1%,4.3%,61.9%,73.5%,54.0%,66.1%,36.3%,51.1%,1.07
Clay,91,57,34,62.6%,141-92,60.5%,1196-1081,52.5%,21-15,58.3%,87,79.6%,25.0%,3.7%,3.9%,62.1%,69.5%,52.4%,63.0%,38.6%,50.9%,1.04
Grass,21,12,9,57.1%,36-29,55.4%,337-321,51.2%,9-7,56.3%,21,88.3%,14.0%,9.0%,4.5%,62.7%,76.6%,53.4%,67.9%,32.4%,50.3%,1.01
Grand Slams,48,31,17,64.6%,104-72,59.1%,891-841,51.4%,21-9,70.0%,46,82.2%,20.3%,6.2%,4.4%,61.2%,72.5%,52.9%,64.9%,36.0%,50.5%,1.03
Masters,89,57,32,64.0%,123-83,59.7%,1061-984,51.9%,15-12,55.6%,87,82.6%,21.0%,6.0%,4.5%,60.9%,71.7%,54.1%,64.8%,36.1%,50.5%,1.03
Other Tours,137,83,54,60.6%,180-120,60.0%,1584-1403,53.0%,36-27,57.1%,137,83.0%,22.3%,7.6%,3.8%,63.4%,72.8%,53.0%,65.6%,37.3%,51.4%,1.08
Best of 5,48,31,17,64.6%,104-72,59.1%,891-841,51.4%,21-9,70.0%,46,82.2%,20.3%,6.2%,4.4%,61.2%,72.5%,52.9%,64.9%,36.0%,50.5%,1.03
Best of 3,238,148,90,62.2%,323-212,60.4%,2804-2511,52.8%,55-42,56.7%,226,82.9%,21.9%,6.9%,4.1%,62.3%,72.5%,53.6%,65.4%,36.9%,51.1%,1.06
Finals,11,5,6,45.5%,9-14,39.1%,111-129,46.3%,2-2,50.0%,11,75.8%,17.1%,5.6%,3.9%,62.0%,67.9%,49.2%,60.8%,34.1%,47.9%,0.87
Semi-finals,24,11,13,45.8%,27-27,50.0%,276-284,49.3%,5-8,38.5%,24,82.9%,16.6%,6.6%,3.9%,63.2%,71.9%,53.6%,65.2%,33.9%,49.7%,0.97
Quarter-finals,38,24,14,63.2%,54-39,58.1%,488-440,52.6%,12-6,66.7%,38,84.1%,20.4%,7.0%,3.6%,61.5%,74.2%,52.6%,65.9%,36.3%,51.1%,1.06
vs Righties,244,154,90,63.1%,366-245,59.9%,3161-2881,52.3%,66-42,61.1%,232,82.7%,21.1%,6.7%,4.1%,62.0%,72.2%,53.5%,65.1%,36.5%,50.8%,1.05
vs Lefties,39,23,16,59.0%,56-35,61.5%,490-432,53.1%,10-8,55.6%,38,82.4%,24.4%,7.4%,4.4%,62.3%,74.0%,52.8%,66.0%,37.9%,51.9%,1.11
vs Top 10,44,20,24,45.5%,52-66,44.1%,562-622,47.5%,7-9,43.8%,44,79.0%,17.1%,4.7%,4.1%,62.0%,68.9%,51.1%,62.1%,33.9%,48.5%,0.90
