Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Shanghai QF,L vs Vacherot,4.3,3.9,4.6,47.6%,55.1%,50.0%,53.6%,52.4%,16.8%,13.5,7.5,0.0,0.0
2025 Cincinnati QF,L vs Atmane,3.2,3.2,3.3,45.3%,38.1%,22.2%,60.0%,56.8%,7.0%,-0.5,-0.7,-1.5,-2.9
2025 Canada R32,W vs Muller,3.9,4.4,3.5,54.7%,53.8%,77.8%,57.1%,56.5%,9.0%,2.0,2.4,-1.0,-1.6
2025 Wimbledon R128,L vs Jarry,2.7,3.2,2.3,47.2%,43.5%,62.5%,33.3%,45.0%,16.2%,3.5,3.1,7.0,5.6
2025 Roland Garros R16,L vs Musetti,4.9,4.8,4.9,48.0%,51.7%,48.5%,32.1%,53.5%,8.8%,2.5,1.1,-5.5,-2.8
2025 Roland Garros R128,W vs Bautista Agut,4.8,4.6,5.1,54.8%,47.4%,65.2%,48.6%,53.5%,15.9%,20.5,8.8,-8.0,-4.1
2025 Rome R32,L vs Moutet,4.5,4.5,4.4,45.5%,53.6%,58.8%,36.4%,55.9%,8.3%,6.5,3.0,5.5,3.2
2025 Rome R64,W vs Comesana,4.4,4.8,3.9,50.0%,47.8%,62.1%,45.0%,67.3%,25.6%,3.0,1.2,-1.0,-1.0
2025 Barcelona F,W vs Alcaraz,5.1,5.9,4.2,45.3%,76.9%,57.1%,44.4%,50.7%,8.0%,5.0,4.1,1.5,1.2
2025 Barcelona QF,W vs Ruud,5.0,5.9,4.3,54.2%,60.0%,38.5%,68.8%,51.2%,4.2%,14.0,12.1,7.0,6.2
2025 Miami R64,L vs Opelka,2.9,2.9,2.8,47.0%,51.5%,64.3%,20.0%,51.1%,26.9%,12.0,14.8,-0.5,-0.7
2025 Indian Wells F,L vs Draper,3.9,4.4,3.4,36.4%,40.0%,58.3%,33.3%,68.8%,18.8%,-3.0,-3.3,1.0,2.6
2025 Indian Wells SF,W vs Medvedev,5.8,5.8,5.9,61.8%,50.0%,46.2%,47.8%,40.4%,29.3%,3.0,2.6,1.5,1.1
2025 Indian Wells QF,W vs Griekspoor,4.6,5.1,4.2,49.5%,64.1%,85.0%,52.6%,52.7%,10.9%,16.5,10.2,8.5,6.2
2025 Indian Wells R16,W vs Tsitsipas,4.4,4.9,3.9,56.7%,51.7%,55.6%,66.7%,59.4%,10.5%,13.0,10.7,4.0,5.2
2025 Rotterdam R32,W vs Sonego,3.7,3.3,3.9,51.0%,68.2%,35.3%,57.1%,57.0%,15.0%,21.0,16.2,5.0,5.7
2025 Australian Open R16,L vs Sinner,3.7,3.7,3.8,49.3%,31.8%,54.5%,20.0%,46.6%,13.4%,-1.5,-1.1,-10.0,-6.5
2025 Australian Open R32,W vs Kecmanovic,3.7,3.5,3.8,51.0%,52.2%,50.0%,50.0%,60.1%,12.3%,25.5,10.1,4.5,2.9
2024 Brisbane R32,L vs Lehecka,3.2,3.4,2.9,38.2%,53.3%,57.1%,75.0%,56.5%,10.4%,-1.0,-1.2,4.0,6.7
2024 Paris SF,L vs Zverev,4.1,3.9,4.2,42.5%,68.0%,36.4%,25.0%,42.2%,12.0%,-2.5,-3.1,-11.0,-9.4
Career (94 matches),,4.0,4.1,3.9,48.2%,51.7%,51.8%,48.3%,53.9%,15.8%,8.4,6.8,0.8,0.8
