Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,43,15,28,34.9%,46-70,39.7%,534-603,47.0%,10-9,52.6%,43,77.5%,15.2%,8.2%,3.6%,57.7%,70.5%,51.9%,62.7%,33.5%,48.4%,0.90
Clay,14,4,10,28.6%,14-23,37.8%,181-205,46.9%,4-6,40.0%,12,82.7%,8.7%,7.8%,3.8%,56.5%,73.8%,56.9%,66.4%,30.0%,48.5%,0.89
Grass,6,2,4,33.3%,5-9,35.7%,59-70,45.7%,1-1,50.0%,6,75.0%,14.3%,8.6%,4.6%,60.0%,72.0%,50.9%,63.5%,28.9%,47.6%,0.79
Grand Slams,14,4,10,28.6%,19-33,36.5%,236-268,46.8%,4-2,66.7%,14,78.5%,14.1%,8.0%,3.8%,56.8%,69.9%,54.3%,63.2%,34.4%,48.8%,0.93
Masters,12,5,7,41.7%,11-15,42.3%,118-134,46.8%,1-2,33.3%,12,75.0%,17.4%,7.0%,3.2%,56.9%,70.5%,50.0%,61.7%,33.7%,48.0%,0.88
Other Tours,33,11,22,33.3%,31-48,39.2%,371-422,46.8%,9-11,45.0%,33,80.1%,12.6%,8.9%,3.7%,58.3%,72.8%,53.4%,64.7%,30.9%,48.4%,0.87
Best of 5,14,4,10,28.6%,19-33,36.5%,236-268,46.8%,4-2,66.7%,14,78.5%,14.1%,8.0%,3.8%,56.8%,69.9%,54.3%,63.2%,34.4%,48.8%,0.93
Best of 3,49,17,32,34.7%,46-69,40.0%,538-610,46.9%,11-14,44.0%,47,78.3%,13.7%,8.2%,3.6%,58.1%,72.0%,52.2%,63.7%,31.5%,48.2%,0.87
Semi-finals,1,0,1,0.0%,1-2,33.3%,13-17,43.3%,0-0,-,1,73.3%,13.3%,10.3%,4.6%,58.6%,74.5%,47.2%,63.2%,30.6%,47.1%,0.83
Quarter-finals,2,1,1,50.0%,2-3,40.0%,22-31,41.5%,2-1,66.7%,2,76.0%,4.0%,7.3%,4.1%,56.5%,69.7%,56.0%,63.7%,28.8%,47.4%,0.79
vs Righties,52,19,33,36.5%,58-83,41.1%,666-729,47.7%,13-15,46.4%,50,79.0%,14.8%,8.1%,3.7%,57.9%,70.9%,53.6%,63.7%,32.9%,48.7%,0.90
vs Lefties,11,2,9,18.2%,7-19,26.9%,108-149,42.0%,2-1,66.7%,11,74.8%,8.7%,8.2%,3.8%,56.0%,73.5%,49.0%,62.7%,30.2%,46.5%,0.81
vs Top 10,1,1,0,100.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,100.0%,8.3%,17.6%,4.4%,52.9%,86.1%,68.8%,77.9%,31.8%,55.2%,1.44
