Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2025,1705,2,,,,,,,,,,,,
2024,445,96,351,1389,315,1379,344,1343,,,1654,8,,
2023,405,116,281,1458,248,1445,257,1420,,,,,,
2022,226,243,288,1454,249,1445,262,1427,231,1367,,,,
2021,164,422,165,1590,140,1574,202,1483,162,1496,,,,
2020,198,329,157,1575,127,1568,188,1469,,,,,,
2019,224,218,176,1575,162,1546,185,1498,145,1503,,,,
2018,187,272,172,1576,151,1551,194,1489,,,,,,
2017,120,498,178,1564,168,1527,156,1537,138,1506,494,105,,
2016,141,443,119,1650,107,1620,189,1496,106,1561,,,,
2015,393,111,,,,,,,,,,,,
2014,538,60,,,,,,,,,,,,
2013,696,32,,,,,,,,,1589,6,,
2012,1580,1,,,,,,,,,,,,
