Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,0,4,0.0%,2-8,20.0%,43-60,41.7%,1-1,50.0%,4,74.5%,8.0%,4.4%,3.8%,62.2%,67.9%,47.3%,60.1%,28.6%,45.3%,0.72,
2023,4,1,3,25.0%,5-7,41.7%,60-63,48.8%,1-2,33.3%,2,73.5%,15.2%,9.0%,2.7%,64.0%,68.3%,48.8%,61.3%,34.0%,48.0%,0.88,
2022,2,0,2,0.0%,1-5,16.7%,22-34,39.3%,0-1,0.0%,2,66.7%,10.7%,2.9%,5.1%,65.7%,65.2%,48.3%,59.4%,33.5%,46.1%,0.83,R32 (Los Cabos)
2021,9,5,4,55.6%,11-9,55.0%,91-87,51.1%,1-0,100.0%,9,73.6%,26.7%,5.2%,2.6%,66.0%,68.5%,46.2%,60.9%,38.0%,50.0%,0.97,QF (Los Cabos)
2020,2,1,1,50.0%,4-3,57.1%,36-32,52.9%,1-0,100.0%,2,88.6%,15.2%,15.7%,8.1%,53.4%,81.5%,50.0%,66.8%,37.0%,51.5%,1.12,R64 (US Open)
2019,1,0,1,0.0%,2-3,40.0%,23-27,46.0%,1-0,100.0%,1,76.0%,12.0%,12.2%,2.6%,53.2%,69.9%,57.5%,64.1%,32.9%,48.6%,0.92,R128 (US Open)
2018,11,3,8,27.3%,10-17,37.0%,126-149,45.8%,3-3,50.0%,11,83.9%,6.1%,10.8%,4.1%,56.8%,75.9%,57.1%,67.8%,26.7%,48.1%,0.83,R16 (2x)
2017,24,9,15,37.5%,25-39,39.1%,299-345,46.4%,7-8,46.7%,24,77.9%,14.4%,7.6%,3.3%,54.7%,70.3%,54.1%,63.0%,32.8%,48.2%,0.88,SF (Houston)
2016,6,2,4,33.3%,5-11,31.3%,74-81,47.7%,0-1,0.0%,6,80.8%,14.5%,8.8%,4.0%,56.3%,74.4%,52.4%,64.8%,33.0%,49.2%,0.94,R32 (2x)
Career,63,21,42,33.3%,65-102,38.9%,774-878,46.9%,15-16,48.4%,61,78.4%,13.8%,8.1%,3.7%,57.6%,71.3%,52.9%,63.5%,32.4%,48.4%,0.89,
