Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 US Open R64,L vs Harris,0.85,0.59,29.2,2.3,8.5%,55.3%,6.8%,59.1%,26.7%,32.5%
2021 US Open R128,W vs Cuevas,1.16,2.47,22.6,2.0,8.1%,81.1%,6.5%,67.7%,55.0%,51.4%
2020 US Open R64,L vs Caruso,0.87,0.84,46.8,3.4,18.5%,61.5%,14.3%,68.3%,27.8%,40.9%
2020 US Open R128,W vs Majchrzak,1.24,1.67,28.4,2.4,12.0%,76.0%,17.8%,62.2%,39.2%,43.5%
2019 US Open R128,L vs Chung,0.94,0.86,49.7,6.8,14.8%,63.0%,9.3%,65.3%,32.5%,33.3%
2019 Puerto Vallarta CH R32,L vs Miedler,0.98,0.48,38.6,2.5,5.6%,69.4%,9.4%,37.5%,20.0%,25.0%
2019 Puerto Vallarta CH R64,W vs Pavic,1.11,1.18,88.2,8.2,12.7%,67.3%,16.3%,75.5%,28.6%,32.8%
2019 Leon CH R64,L vs Mansouri,0.76,0.73,51.2,2.6,12.1%,66.7%,4.0%,68.0%,25.6%,37.8%
2019 San Luis Potosi CH R16,L vs Pavic,0.92,0.82,69.5,36.1,14.3%,71.4%,8.5%,59.6%,32.6%,28.6%
2019 San Luis Potosi CH R32,W vs Ofner,1.17,1.26,59.6,2.6,6.8%,68.2%,0.0%,62.5%,30.2%,45.0%
2019 San Luis Potosi CH R64,W vs Estrella,1.07,1.43,50.9,2.1,6.3%,56.3%,6.9%,72.4%,50.0%,46.4%
2019 Monterrey CH R64,L vs King,0.88,0.64,53.0,3.4,3.1%,68.8%,0.0%,68.8%,21.2%,24.1%
2019 Phoenix CH R64,L vs Evans,1.13,0.72,44.8,3.0,2.9%,44.1%,3.1%,43.8%,47.8%,21.1%
2019 Indian Wells CH R32,L vs Maden,1.03,0.78,65.9,2.6,9.8%,48.8%,5.6%,61.1%,38.5%,30.8%
2019 Indian Wells CH R64,W vs Redlicki,1.38,1.39,52.2,2.2,11.1%,63.9%,11.4%,71.4%,37.5%,27.6%
2019 Cuernavaca CH R32,L vs Lopez Villasenor,0.87,0.60,52.1,2.8,12.8%,64.1%,8.3%,61.1%,21.2%,31.0%
2019 New York Q2,L vs Eubanks,0.89,0.84,68.0,26.2,18.4%,65.3%,6.5%,65.2%,42.3%,22.4%
2019 New York Q1,W vs Uchiyama,1.22,1.18,79.0,5.6,21.2%,75.0%,6.7%,71.1%,25.0%,26.8%
2019 Dallas CH R32,L vs Gojo,0.67,0.76,48.9,2.0,11.1%,66.7%,12.0%,72.0%,24.4%,46.2%
2019 Newport Beach CH R32,L vs Couacaud,0.81,0.34,44.6,2.2,3.4%,65.5%,10.7%,64.3%,14.8%,15.0%
2021 (2 matches),,0.99,1.14,26.2,2.2,8.3%,66.7%,6.7%,62.7%,40.0%,41.6%
2020 (2 matches),,1.02,1.14,39.1,2.8,15.7%,67.8%,15.7%,65.7%,32.5%,42.0%
2019 (18 matches),,1.00,0.87,58.4,3.2,11.5%,64.0%,7.6%,63.6%,31.4%,31.7%
2018 (32 matches),,1.01,0.97,58.6,2.7,11.1%,66.2%,7.6%,65.0%,32.4%,33.7%
2017 (38 matches),,1.03,0.96,54.1,2.7,8.9%,66.3%,6.9%,62.8%,31.5%,35.2%
Career (183 matches),,1.03,1.01,55.8,2.8,8.9%,65.7%,6.4%,63.6%,34.0%,35.3%
