Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,19,12,7,63.2%,10,7,3,70.0%,2017,2023,R64,16,1.06,7.7%,3.6%,61.0%,73.0%,55.3%,66.1%,35.9%,66.7%,34.3%
Roland Garros,4,Clay,6,2,4,33.3%,1,0,1,0.0%,2017,2022,R128,5,0.85,2.4%,1.5%,64.5%,65.1%,55.0%,61.5%,32.8%,48.0%,34.5%
Wimbledon,3,Grass,3,0,3,0.0%,1,1,0,100.0%,2017,2022,R128,3,0.76,6.0%,6.0%,63.0%,63.8%,48.7%,58.2%,31.8%,59.5%,30.0%
US Open,8,Hard,14,6,8,42.9%,5,4,1,80.0%,2014,2022,R64,14,0.98,9.5%,4.4%,55.9%,72.8%,51.0%,63.2%,36.3%,67.6%,35.6%
Davis Cup,2,,4,1,3,25.0%,2,1,1,50.0%,2023,2024,,2,0.68,2.5%,5.0%,60.9%,66.3%,42.9%,57.1%,29.2%,57.9%,42.9%
Los Cabos,6,Hard,10,4,6,40.0%,5,4,1,80.0%,2017,2024,QF,10,0.89,5.2%,4.5%,59.1%,68.1%,48.2%,60.0%,35.4%,53.5%,32.3%
Acapulco,5,Hard,9,4,5,44.4%,6,4,2,66.7%,2017,2024,R16,9,0.96,8.1%,3.1%,57.1%,73.3%,50.7%,63.6%,34.8%,56.4%,43.5%
Miami Masters,3,Hard,10,7,3,70.0%,2,1,1,50.0%,2017,2021,R64,10,1.07,9.2%,2.7%,58.8%,75.6%,52.2%,65.9%,36.5%,52.8%,44.0%
Indian Wells Masters,3,Hard,7,4,3,57.1%,0,0,0,-,2017,2021,R64,7,0.99,6.2%,3.8%,65.4%,67.8%,53.4%,62.8%,36.8%,58.8%,64.0%
Houston,3,Clay,6,3,3,50.0%,4,2,2,50.0%,2016,2018,SF,6,1.04,7.9%,3.3%,56.0%,74.2%,59.0%,67.5%,33.7%,65.0%,27.3%
New York,2,Hard,6,4,2,66.7%,3,2,1,66.7%,2018,2019,R16,6,0.94,12.0%,2.9%,62.0%,78.4%,57.6%,70.5%,27.9%,74.2%,41.7%
