Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 US Open R64,L vs Harris,14% (2/14),50% (1/2),1/5,57% (8/14),38% (3/8),0/1,0/0,2/2,0/0,0/0
2021 US Open R128,W vs Cuevas,64% (7/11),86% (6/7),0/0,17% (2/12),100% (2/2),5/5,2/2,0/0,1/1,0/0
2020 US Open R64,L vs Caruso,47% (9/19),11% (1/9),0/2,37% (7/19),57% (4/7),1/1,1/1,2/3,0/0,1/1
2020 US Open R128,W vs Majchrzak,29% (4/14),100% (4/4),1/1,33% (5/15),80% (4/5),3/3,1/2,2/2,1/1,0/0
2019 US Open R128,L vs Chung,33% (8/24),38% (3/8),1/5,36% (9/25),33% (3/9),3/3,1/1,3/4,0/0,1/1
2019 Puerto Vallarta CH R32,L vs Miedler,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,1/1,0/0,1/1
2019 Puerto Vallarta CH R64,W vs Pavic,12% (2/17),0% (0/2),0/1,19% (3/16),67% (2/3),0/0,0/0,0/0,0/0,0/0
2019 Leon CH R64,L vs Mansouri,27% (3/11),33% (1/3),0/2,18% (2/11),0% (0/2),1/1,0/1,0/0,0/0,0/0
2019 San Luis Potosi CH R16,L vs Pavic,27% (4/15),75% (3/4),0/3,33% (5/15),20% (1/5),2/3,1/1,2/3,0/0,2/2
2019 San Luis Potosi CH R32,W vs Ofner,33% (5/15),80% (4/5),0/3,27% (4/15),0% (0/4),3/4,2/2,1/2,1/1,0/0
2019 San Luis Potosi CH R64,W vs Estrella,67% (6/9),83% (5/6),1/2,20% (2/10),0% (0/2),3/4,1/2,0/0,1/1,0/0
2019 Monterrey CH R64,L vs King,18% (2/11),50% (1/2),0/2,18% (2/11),0% (0/2),1/1,0/1,2/2,0/0,1/1
2019 Phoenix CH R64,L vs Evans,25% (2/8),100% (2/2),1/5,78% (7/9),14% (1/7),0/2,0/0,0/1,0/0,0/1
2019 Indian Wells CH R32,L vs Maden,27% (3/11),67% (2/3),1/3,50% (5/10),40% (2/5),2/2,0/0,0/0,0/0,0/0
2019 Indian Wells CH R64,W vs Redlicki,20% (2/10),100% (2/2),0/1,27% (3/11),67% (2/3),2/2,1/1,3/3,0/0,0/0
2019 Cuernavaca CH R32,L vs Lopez Villasenor,18% (2/11),50% (1/2),1/2,40% (4/10),50% (2/4),1/1,0/0,1/1,0/0,1/1
2019 New York Q2,L vs Eubanks,24% (4/17),50% (2/4),0/3,38% (6/16),50% (3/6),2/2,1/2,1/1,0/1,0/0
2019 New York Q1,W vs Uchiyama,13% (2/15),50% (1/2),0/1,13% (2/16),50% (1/2),1/1,1/1,3/3,0/0,2/2
2019 Dallas CH R32,L vs Gojo,20% (2/10),0% (0/2),0/2,20% (2/10),0% (0/2),0/0,0/0,2/2,0/0,1/1
2019 Newport Beach CH R32,L vs Couacaud,0% (0/10),- (0/0),0/2,20% (2/10),0% (0/2),0/0,0/0,0/0,0/0,0/0
2021 (2 matches),,36.0%,77.8%,20.0%,38.5%,50.0%,83.3%,100.0%,100.0%,100.0%,-
2020 (2 matches),,39.4%,38.5%,33.3%,35.3%,66.7%,100.0%,66.7%,80.0%,100.0%,100.0%
2019 (18 matches),,24.2%,51.9%,11.4%,30.4%,27.9%,81.5%,66.7%,82.1%,66.7%,90.9%
2018 (32 matches),,24.2%,59.8%,15.3%,28.7%,36.6%,83.0%,77.3%,76.1%,75.0%,73.7%
2017 (38 matches),,26.2%,57.1%,5.1%,29.9%,35.4%,86.9%,82.1%,72.4%,100.0%,75.0%
Career (183 matches),,28.7%,61.0%,13.7%,30.0%,37.2%,86.0%,80.1%,78.7%,82.1%,79.8%
