Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Florence SC $25K R16,L vs Collins,67% (2/3),29% (2/7),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2017 Florence SC $25K R32,W vs Lysa,50% (6/12),25% (6/24),2/9,1/6,50% (6/12),0/1,0/0,- (0/0),- (0/0)
2017 Stillwater OK $25K F,W vs Bouzkova,60% (6/10),88% (7/8),2/2,1/1,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2017 Stillwater OK $25K SF,W vs Arconada,55% (6/11),47% (8/17),2/4,1/3,58% (11/19),1/2,0/0,- (0/0),- (0/0)
2017 Stillwater OK $25K QF,W vs Perrin,77% (10/13),50% (8/16),2/7,1/5,53% (9/17),0/1,0/0,80% (4/5),75% (3/4)
2017 Stillwater OK $25K R16,W vs Whoriskey,58% (7/12),71% (5/7),2/3,1/2,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2017 Quebec City R32,L vs Lepchenko,42% (5/12),60% (3/5),1/2,0/0,40% (4/10),2/4,0/1,- (0/0),- (0/0)
2017 Toronto Q1,L vs Cirstea,50% (2/4),38% (3/8),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2017 Granby $60K R32,W vs Robillard Millette,33% (6/18),67% (6/9),2/2,1/1,75% (9/12),0/0,0/0,- (0/0),- (0/0)
2017 Gatineau $25K F,W vs Perez,60% (9/15),21% (3/14),2/4,1/2,33% (1/3),0/0,0/0,50% (3/6),80% (4/5)
2017 Gatineau $25K SF,W vs Hon,47% (7/15),83% (5/6),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Gatineau $25K QF,W vs Hibi,67% (6/9),100% (6/6),2/3,1/2,44% (4/9),0/0,0/0,50% (3/6),67% (4/6)
2017 Gatineau $25K R16,W vs Bovina,80% (4/5),62% (8/13),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2017 Gatineau $25K R32,W vs Swan,75% (9/12),30% (3/10),2/2,1/1,91% (10/11),0/0,0/0,67% (4/6),50% (3/6)
2017 Winnipeg $25K R16,L vs Kuwata,73% (8/11),100% (5/5),1/1,0/0,33% (3/9),2/4,2/3,- (0/0),- (0/0)
2017 Winnipeg $25K R32,W vs Fernandez,100% (6/6),67% (6/9),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Charlottesville VA $60K R32,L vs Liu,38% (6/16),33% (5/15),1/3,0/0,40% (6/15),0/2,0/1,71% (5/7),43% (3/7)
2017 Indian Harbour Beach FL $80K R16,L vs Govortsova,33% (6/18),62% (8/13),1/1,0/0,33% (4/12),3/5,1/2,- (0/0),- (0/0)
2017 Indian Harbour Beach FL $80K R32,W vs Pigossi,71% (5/7),70% (7/10),2/2,1/1,0% (0/6),0/0,0/0,80% (4/5),60% (3/5)
2017 Charleston Q1,L vs Bogdan,0% (0/2),100% (1/1),0/0,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2017 (24 matches),,55.9%,49.6%,59.6%,51.7%,48.4%,30.0%,25.0%,65.7%,60.6%
2016 (27 matches),,50.7%,49.4%,59.2%,70.6%,49.6%,35.7%,40.0%,46.4%,57.1%
2015 (4 matches),,43.6%,65.2%,50.0%,100.0%,55.8%,57.1%,62.5%,-,-
2014 (20 matches),,57.6%,44.6%,52.1%,50.0%,50.6%,62.7%,77.5%,56.4%,46.2%
2013 (9 matches),,43.1%,46.8%,41.7%,66.7%,53.8%,57.1%,53.3%,45.8%,43.5%
Career (118 matches),,54.5%,49.3%,54.5%,56.4%,51.9%,49.4%,55.9%,59.5%,48.7%
