Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,3,1,2,33.3%,3-4,42.9%,32-31,50.8%,0-0,-,0,,,,,,,,,,,,R16 (Jackson MS $25K)
2017,24,16,8,66.7%,35-19,64.8%,275-232,54.2%,6-0,100.0%,0,,,,,,,,,,,,W (2x)
2016,21,13,8,61.9%,30-22,57.7%,251-220,53.3%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2015,5,2,3,40.0%,5-7,41.7%,54-58,48.2%,0-1,0.0%,0,,,,,,,,,,,,QF (Winnipeg $25K)
2014,7,4,3,57.1%,8-8,50.0%,86-76,53.1%,1-3,25.0%,0,,,,,,,,,,,,QF (Surprise AZ 25K)
2012,5,5,0,100.0%,9-1,90.0%,62-33,65.3%,1-1,50.0%,0,,,,,,,,,,,,W (Nassau 100K)
2011,12,9,3,75.0%,19-9,67.9%,144-101,58.8%,1-0,100.0%,0,,,,,,,,,,,,W (Vancouver 100K)
2008,8,5,3,62.5%,11-8,57.9%,99-88,52.9%,1-1,50.0%,0,,,,,,,,,,,,F (Redding CA 25K)
2007,15,9,6,60.0%,19-15,55.9%,172-158,52.1%,0-4,0.0%,0,,,,,,,,,,,,SF (2x)
2006,36,27,9,75.0%,56-26,68.3%,435-321,57.5%,6-3,66.7%,0,,,,,,,,,,,,W (3x)
2005,40,32,8,80.0%,64-25,71.9%,470-334,58.5%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2004,8,5,3,62.5%,11-7,61.1%,89-78,53.3%,0-1,0.0%,0,,,,,,,,,,,,SF (Hamilton 25K)
2003,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,,R32 (Obregon 10K)
2002,14,11,3,78.6%,21-10,67.7%,162-117,58.1%,1-1,50.0%,0,,,,,,,,,,,,W (Lachine 10K)
Career,199,139,60,69.8%,291-161,64.4%,2331-1847,55.8%,25-21,54.3%,0,,,,,,,,,,,,
