Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,1,0,1,0.0%,1-2,33.3%,8-14,36.4%,0-0,-,1,45.5%,27.3%,1.4%,6.9%,59.7%,53.5%,44.8%,50.0%,34.5%,43.1%,0.69,R32 (Quebec City)
2016,8,1,7,12.5%,4-14,22.2%,63-96,39.6%,0-1,0.0%,8,45.6%,34.2%,0.7%,7.8%,68.0%,54.2%,34.4%,47.9%,43.0%,45.4%,0.82,
2014,17,8,9,47.1%,18-24,42.9%,185-204,47.6%,3-1,75.0%,15,-,-,3.2%,5.5%,57.2%,63.7%,41.4%,54.1%,44.8%,49.3%,0.98,R16 (4x)
2013,10,2,8,20.0%,6-17,26.1%,92-129,41.6%,1-3,25.0%,9,-,-,1.4%,8.9%,60.2%,55.6%,38.3%,48.7%,44.3%,46.6%,0.86,R32 (5x)
2012,38,20,18,52.6%,48-40,54.5%,441-406,52.1%,8-4,66.7%,34,-,-,3.0%,5.0%,62.6%,62.6%,45.4%,56.2%,46.0%,51.1%,1.05,QF (3x)
2011,13,5,8,38.5%,12-16,42.9%,132-121,52.2%,1-2,33.3%,11,-,-,2.9%,4.5%,66.0%,65.0%,45.3%,58.3%,43.5%,50.7%,1.04,R16 (2x)
2010,35,16,19,45.7%,34-40,45.9%,314-353,47.1%,3-1,75.0%,28,-,-,3.1%,5.3%,65.1%,59.4%,40.7%,52.9%,42.2%,47.6%,0.90,QF (Ponte Vedra Beach)
2009,60,34,26,56.7%,75-63,54.3%,687-627,52.3%,11-5,68.8%,52,-,-,3.4%,5.1%,59.1%,63.1%,46.6%,56.3%,45.3%,50.8%,1.04,F (Ponte Vedra Beach)
2008,37,22,15,59.5%,45-38,54.2%,384-369,51.0%,0-4,0.0%,28,-,-,3.4%,5.9%,61.0%,63.2%,44.3%,55.8%,43.5%,49.7%,0.98,W (Stanford)
2007,28,9,19,32.1%,19-42,31.1%,243-320,43.2%,0-6,0.0%,13,-,-,2.8%,6.2%,53.5%,62.0%,38.9%,51.3%,40.9%,46.2%,0.84,F (Fes)
2006,14,9,5,64.3%,20-10,66.7%,158-116,57.7%,1-0,100.0%,1,-,-,5.3%,6.7%,64.0%,56.3%,33.3%,48.0%,42.7%,45.3%,0.82,QF (Quebec City)
2005,6,2,4,33.3%,6-9,40.0%,76-75,50.3%,0-2,0.0%,0,,,,,,,,,,,,
2004,7,6,1,85.7%,12-2,85.7%,77-31,71.3%,0-0,-,0,,,,,,,,,,,,
Career,274,134,140,48.9%,300-317,48.6%,2860-2861,50.0%,28-29,49.1%,200,45.6%,33.3%,3.0%,5.6%,61.0%,61.7%,43.4%,54.6%,44.2%,49.4%,0.97,
