Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,1,0,1,0.0%,2006,2017,R64,6,0.88,2.5%,6.7%,64.1%,59.1%,41.0%,52.6%,41.5%,52.6%,58.1%
Roland Garros,10,Clay,27,17,10,63.0%,5,2,3,40.0%,2006,2017,R16,22,1.07,2.9%,4.6%,62.9%,63.9%,44.5%,56.7%,46.4%,55.0%,52.5%
Wimbledon,8,Grass,14,6,8,42.9%,2,0,2,0.0%,2006,2014,R64,11,0.93,3.7%,4.8%,63.4%,61.6%,41.8%,54.4%,42.5%,54.6%,40.9%
US Open,9,Hard,17,8,9,47.1%,4,4,0,100.0%,2006,2014,R32,14,0.96,3.6%,7.4%,60.4%,62.7%,39.1%,53.3%,44.7%,53.8%,48.1%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2012,2012,R32,2,0.96,3.5%,8.8%,58.8%,64.2%,42.6%,55.3%,43.2%,50.0%,50.0%
Fed Cup,11,,42,31,11,73.8%,1,1,0,100.0%,2004,2016,,4,0.89,0.4%,6.2%,67.2%,56.5%,35.6%,49.6%,45.0%,44.4%,38.1%
Quebec City,13,Hard,27,14,13,51.9%,3,0,3,0.0%,2001,2017,SF,9,1.15,3.7%,5.5%,63.6%,66.3%,50.2%,60.5%,45.6%,61.2%,45.7%
Indian Wells,8,Hard,16,8,8,50.0%,4,1,3,25.0%,2007,2016,R16,14,0.98,1.7%,7.5%,58.3%,60.0%,40.8%,52.0%,47.2%,53.1%,47.3%
Miami,8,Hard,13,5,8,38.5%,2,0,2,0.0%,2005,2014,R32,10,0.94,2.2%,5.2%,61.0%,60.0%,45.0%,54.1%,42.9%,53.3%,48.7%
Montreal,7,Hard,11,4,7,36.4%,3,2,1,66.7%,2004,2016,QF,10,0.92,2.1%,5.5%,64.3%,60.4%,39.6%,53.0%,43.2%,46.9%,42.7%
Hobart,6,Hard,12,5,7,41.7%,4,2,2,50.0%,2006,2016,R16,7,0.94,3.0%,5.2%,59.5%,63.8%,41.1%,54.6%,42.9%,61.9%,36.2%
Toronto,6,Hard,8,2,6,25.0%,0,0,0,-,2003,2017,R32,6,0.99,3.0%,7.3%,63.7%,60.7%,42.5%,54.1%,45.7%,50.0%,35.8%
