Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,157,70,87,44.6%,156-191,45.0%,1578-1650,48.9%,16-16,50.0%,124,52.5%,34.4%,3.0%,6.0%,60.2%,62.1%,43.0%,54.5%,44.4%,49.5%,0.98
Clay,86,50,36,58.1%,109-90,54.8%,943-868,52.1%,9-9,50.0%,49,31.0%,31.0%,2.3%,5.1%,62.0%,59.6%,43.8%,53.6%,44.4%,49.0%,0.96
Grass,27,12,15,44.4%,30-32,48.4%,297-301,49.7%,3-4,42.9%,27,-,-,4.3%,5.0%,63.1%,63.8%,44.7%,56.8%,43.1%,49.8%,1.00
Carpet,4,2,2,50.0%,5-4,55.6%,42-42,50.0%,0-0,-,0,,,,,,,,,,,
Grand Slams,45,18,27,40.0%,43-57,43.0%,428-485,46.9%,5-4,55.6%,42,14.3%,14.3%,3.3%,6.0%,61.2%,61.0%,40.7%,53.1%,43.6%,48.4%,0.93
Premiers,72,31,41,43.1%,70-95,42.4%,736-830,47.0%,11-7,61.1%,67,54.5%,36.4%,3.2%,4.9%,62.3%,61.5%,43.5%,54.7%,43.9%,49.4%,0.97
Internationals,91,44,47,48.4%,99-105,48.5%,949-944,50.1%,7-14,33.3%,63,43.8%,28.1%,3.3%,6.1%,59.1%,63.3%,45.6%,56.0%,44.3%,50.2%,1.01
Finals,3,1,2,33.3%,2-4,33.3%,20-32,38.5%,0-0,-,1,-,-,6.3%,4.8%,60.3%,76.3%,56.0%,68.3%,45.3%,56.7%,1.43
Semi-finals,7,3,4,42.9%,5-9,35.7%,65-69,48.5%,0-1,0.0%,5,-,-,3.9%,5.4%,63.9%,66.1%,47.7%,59.4%,39.7%,50.1%,0.98
Quarter-finals,14,7,7,50.0%,16-17,48.5%,162-156,50.9%,2-2,50.0%,11,-,-,3.3%,4.8%,61.6%,61.9%,45.8%,55.7%,45.3%,50.5%,1.02
vs Righties,245,121,124,49.4%,266-284,48.4%,2547-2560,49.9%,26-28,48.1%,185,45.6%,34.2%,3.1%,5.7%,61.1%,61.9%,43.4%,54.7%,44.5%,49.6%,0.98
vs Lefties,22,7,15,31.8%,21-30,41.2%,217-244,47.1%,2-1,66.7%,15,45.5%,27.3%,2.6%,5.1%,60.2%,60.3%,43.8%,53.7%,40.2%,47.0%,0.87
vs Top 10,25,4,21,16.0%,11-43,20.4%,188-302,38.4%,3-2,60.0%,24,-,-,3.5%,5.5%,61.0%,57.6%,37.9%,49.9%,41.5%,45.8%,0.83
