Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2014 Montreal R64,L vs Stephens,0.0%,-,3.0%,33.3%,5.3%,5.3%,0.0%,6.3%,0.0%,0.8%,0.0%,40,48
2012 Olympics R32,L vs Williams,0.0%,-,4.0%,50.0%,8.8%,16.0%,0.0%,12.9%,0.0%,0.7%,0.0%,-46,-27
Career (2 matches),,0.0%,-,3.5%,42.9%,7.2%,11.4%,0.0%,9.5%,0.0%,0.7%,0.0%,-7,8
