Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1107,14,,,,,,,,,1038,35,,
2025,881,30,,,,,,,,,963,43
2024,294,217,438,1276,,,377,1260,,,318,232
2023,281,258,295,1381,,,253,1372,,,,
2022,313,187,278,1405,317,1300,238,1394,225,1329,,
2021,256,276,,,,,,,,,,
2020,632,51,,,,,,,,,241,346
2019,644,43,,,,,,,,,223,342
2018,456,57,,,,,,,,,154,440
2017,336,131,,,,,,,,,262,265
2016,269,173,,,,,,,,,213,314
2015,229,217,,,,,,,,,234,264
2014,407,75,,,,,,,,,1077,10
2013,222,278,291,1247,295,1139,263,1285,,,224,296
2012,238,240,,,,,,,,,275,218
2011,306,169,,,,,,,,,330,179
2010,573,48,,,,,,,,,668,41
2009,812,17,,,,,,,,,,
