Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Rome R32,L vs Wagner,0.95,0.70,43.2,2.1,-,42.1%,-,40.5%,41.9%,44.8%
2019 W25 Rome R32,L vs Bjorklund,1.11,0.73,55.2,2.0,0.0%,40.0%,0.0%,54.5%,21.4%,50.0%
2019 W25 Santa Margherita Di Pula R16,L vs Teichmann,0.98,0.84,65.4,2.6,0.0%,53.1%,0.0%,51.1%,43.4%,39.2%
2019 W15 Antalya QF,W vs Knoll,1.08,1.25,63.9,3.7,0.0%,63.2%,0.0%,54.1%,32.4%,65.6%
2019 W15 Antalya R16,W vs Vanlangendonck,1.06,1.52,46.9,2.4,-,69.2%,-,54.2%,74.3%,33.3%
2019 W15 Antalya R32,W vs Yushchenko,0.99,1.26,57.7,2.4,0.0%,61.5%,0.0%,52.9%,63.4%,44.7%
2019 W15 Antalya QF,L vs Kan,0.91,0.58,39.4,2.3,3.0%,48.5%,0.0%,46.4%,40.0%,26.1%
2019 W15 Antalya R16,W vs Carreras,0.91,1.29,56.3,4.4,0.0%,64.9%,0.0%,58.8%,51.2%,57.1%
2019 W15 Antalya R32,W vs Ovcharenko,1.31,1.91,34.1,2.0,3.6%,64.3%,0.0%,61.5%,73.1%,31.8%
2019 W15 Antalya QF,L vs Cuk,1.09,0.71,46.6,2.0,2.9%,42.9%,3.2%,45.2%,40.0%,32.3%
2019 W15 Antalya R32,W vs Lukacs,1.00,1.39,47.0,2.7,6.9%,51.7%,3.6%,67.9%,51.5%,60.6%
2017 Antalya $15K SF,L vs Ormaechea,0.97,0.40,38.8,2.0,0.0%,53.8%,0.0%,63.6%,12.5%,22.7%
2017 Antalya $15K QF,W vs Kordolaimi,1.28,2.26,33.7,2.2,8.7%,60.9%,0.0%,80.0%,37.5%,71.4%
2017 Antalya $15K R32,W vs Horackova,1.19,1.29,53.7,4.6,0.0%,41.0%,0.0%,52.8%,60.0%,55.6%
2017 Santa Margherita Di Pula $25K F,L vs Hercog,0.93,0.73,54.7,2.2,0.0%,43.3%,0.0%,51.9%,42.4%,40.6%
2017 Santa Margherita Di Pula $25K SF,W vs Cakarevic,1.15,1.80,35.6,2.1,4.0%,68.0%,0.0%,54.5%,53.8%,66.7%
2017 Santa Margherita Di Pula $25K QF,W vs Leykina,1.05,1.88,37.6,2.0,0.0%,57.1%,0.0%,70.6%,62.5%,69.6%
2017 Santa Margherita Di Pula $25K R16,L vs Ivakhnenko,0.93,0.64,48.2,2.9,0.0%,30.8%,0.0%,38.1%,51.6%,37.9%
2017 Santa Margherita Di Pula $25K R32,W vs Sanesi,1.10,1.10,74.4,11.2,2.5%,60.0%,0.0%,43.2%,42.9%,53.2%
2017 Santa Margherita Di Pula $25K R32,L vs Caregaro,0.94,0.91,93.1,18.4,1.8%,52.7%,0.0%,45.3%,46.4%,51.9%
2019 (11 matches),,1.03,1.04,52.0,2.4,1.3%,54.3%,0.6%,52.9%,48.6%,45.0%
2017 (42 matches),,1.03,1.13,58.1,2.8,1.5%,55.4%,1.2%,55.1%,50.1%,48.0%
2016 (44 matches),,1.02,1.05,57.1,2.8,2.6%,56.0%,1.1%,53.0%,46.5%,47.0%
2015 (29 matches),,1.02,1.13,54.7,2.5,3.3%,58.0%,1.5%,55.7%,46.3%,48.9%
2014 (11 matches),,1.00,0.88,61.7,2.7,2.7%,48.5%,1.0%,47.5%,44.9%,47.3%
Career (165 matches),,1.01,1.06,56.8,2.7,2.2%,55.5%,1.3%,54.2%,47.5%,47.2%
