Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,15,7,8,46.7%,18-17,51.4%,149-159,48.4%,1-1,50.0%,15,58.0%,42.1%,0.8%,5.7%,64.3%,60.6%,38.3%,52.7%,47.0%,49.8%,0.99,SF (W35 Antalya)
2024,52,31,21,59.6%,69-47,59.5%,559-494,53.1%,8-2,80.0%,2,21.4%,28.6%,1.1%,6.9%,64.4%,35.7%,38.7%,36.8%,39.8%,38.3%,0.63,W (2x)
2023,64,40,24,62.5%,84-60,58.3%,678-584,53.7%,3-7,30.0%,0,,,,,,,,,,,,F (2x)
2022,50,26,24,52.0%,58-54,51.8%,530-516,50.7%,7-4,63.6%,3,50.0%,14.3%,0.6%,7.4%,61.1%,54.5%,42.9%,50.0%,35.3%,42.6%,0.71,F (W25 Vrnjacka Banja)
2021,45,38,7,84.4%,77-20,79.4%,533-330,61.8%,6-2,75.0%,0,,,,,,,,,,,,W (6x)
2020,15,9,6,60.0%,20-14,58.8%,160-146,52.3%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 Antalya)
2019,18,9,9,50.0%,23-20,53.5%,204-186,52.3%,4-2,66.7%,0,,,,,,,,,,,,SF (W15 Antalya)
2018,30,14,16,46.7%,33-38,46.5%,321-333,49.1%,3-6,33.3%,0,,,,,,,,,,,,SF (Antalya $15K)
2017,61,42,19,68.9%,94-47,66.7%,705-522,57.5%,6-5,54.5%,0,,,,,,,,,,,,W (4x)
2016,55,31,24,56.4%,66-58,53.2%,596-563,51.4%,6-7,46.2%,0,,,,,,,,,,,,SF (3x)
2015,62,41,21,66.1%,90-52,63.4%,713-569,55.6%,8-5,61.5%,0,,,,,,,,,,,,W (Antalya $10K)
2014,18,10,8,55.6%,21-19,52.5%,194-197,49.6%,3-3,50.0%,0,,,,,,,,,,,,F (Bucharest 10K)
2013,56,34,22,60.7%,76-48,61.3%,617-514,54.6%,3-9,25.0%,0,,,,,,,,,,,,W (2x)
2012,53,36,17,67.9%,74-42,63.8%,582-461,55.8%,4-4,50.0%,0,,,,,,,,,,,,W (4x)
2011,55,37,18,67.3%,78-45,63.4%,608-487,55.5%,3-4,42.9%,0,,,,,,,,,,,,W (3x)
2010,27,19,8,70.4%,40-18,69.0%,303-210,59.1%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2009,11,8,3,72.7%,17-8,68.0%,120-91,56.9%,0-0,-,0,,,,,,,,,,,,W (Antalya-Belek 10K)
Career,687,432,255,62.9%,938-607,60.7%,7572-6362,54.3%,70-64,52.2%,20,53.8%,36.6%,0.8%,6.0%,63.9%,57.9%,39.0%,51.1%,44.8%,47.9%,0.92,
