Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Cologne R16,L vs Hurkacz,28.6%,62.5%,24.0%,70.0%,4.2%,21.1%,0.0%,2.6%,0.0%,0.0%,-,-96,-72
2019 Indian Wells R128,L vs Klizan,0.0%,-,6.7%,14.3%,15.6%,50.0%,0.0%,4.0%,20.0%,0.8%,100.0%,25,86
2019 Acapulco R32,L vs Nadal,78.6%,59.1%,41.9%,57.1%,4.8%,0.0%,0.0%,0.0%,0.0%,1.0%,0.0%,-2,66
2018 Washington R16,L vs Zverev,12.5%,71.4%,13.9%,70.0%,5.1%,4.5%,0.0%,9.4%,0.0%,1.9%,60.0%,-66,-59
2018 Eastbourne F,W vs Lacko,92.6%,74.0%,37.9%,74.5%,8.5%,40.0%,6.3%,13.6%,0.0%,0.4%,100.0%,-49,-31
2018 Eastbourne QF,W vs Shapovalov,91.5%,55.6%,47.4%,57.1%,20.0%,9.1%,0.0%,33.3%,0.0%,1.4%,100.0%,21,7
2018 Stuttgart R16,L vs Federer,95.1%,59.7%,49.7%,60.8%,15.4%,50.0%,0.0%,21.4%,0.0%,0.0%,-,16,35
2018 Munich R16,L vs Kohlschreiber,1.6%,0.0%,11.0%,58.3%,22.0%,30.0%,16.7%,8.3%,20.0%,0.6%,0.0%,19,3
2018 Acapulco R32,L vs Del Potro,44.7%,41.2%,28.1%,48.0%,14.6%,0.0%,0.0%,18.2%,0.0%,0.0%,-,13,36
2017 Cincinnati R64,W vs Verdasco,51.1%,87.0%,30.2%,78.1%,5.6%,5.0%,0.0%,30.4%,40.0%,0.0%,-,-16,20
2017 Geneva F,L vs Wawrinka,27.3%,59.3%,24.7%,67.4%,8.0%,18.2%,4.8%,9.0%,18.8%,1.4%,25.0%,-41,-51
2017 Indian Wells R32,L vs Thiem,87.7%,52.0%,50.9%,50.0%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,-,195,120
2017 Acapulco R32,L vs Nadal,88.0%,61.4%,48.3%,55.4%,10.0%,11.1%,0.0%,0.0%,0.0%,0.0%,-,42,55
2017 Montpellier R32,L vs De Schepper,93.0%,57.5%,50.0%,63.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,25,9
2017 Australian Open QF,L vs Federer,97.8%,51.1%,56.8%,50.0%,20.0%,66.7%,0.0%,21.1%,0.0%,2.5%,0.0%,-41,-52
2017 Australian Open R16,W vs Murray,89.2%,56.9%,53.9%,59.2%,3.7%,0.0%,3.2%,21.4%,0.0%,0.0%,-,-61,-47
2016 Basel SF,L vs Cilic,60.5%,63.5%,43.7%,61.3%,9.5%,7.7%,25.0%,37.5%,50.0%,0.0%,-,15,-3
2016 Shanghai R16,W vs Granollers,55.6%,71.1%,38.0%,72.1%,6.0%,12.9%,0.0%,11.8%,12.5%,0.0%,-,-100,-84
2016 Braunschweig CH R16,W vs Bagnis,10.7%,55.6%,14.2%,67.9%,5.9%,5.1%,50.0%,9.4%,18.8%,0.8%,33.3%,-82,-57
2016 Sarasota CH F,W vs Melzer,27.9%,47.4%,25.2%,56.1%,5.1%,10.9%,0.0%,7.8%,38.1%,0.0%,-,-112,-97
Career (24 matches),,55.5%,59.0%,34.9%,60.5%,6.5%,10.4%,3.1%,9.1%,17.1%,0.4%,38.1%,-52,-35
