Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Newport R16,W vs Andreozzi,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2019 Newport R32,W vs Smyczek,9% (1/11),100% (1/1),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,0/0,0/0
2019 Geneva R32,L vs Londero,10% (1/10),0% (0/1),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,1/1
2019 Munich R32,L vs Pella,14% (1/7),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2019 Barcelona R64,L vs Ferrer,13% (1/8),0% (0/1),0/3,75% (6/8),33% (2/6),0/0,0/0,1/2,0/0,0/1
2019 Marrakech R32,L vs Daniel,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),1/1,0/0,1/1,0/0,0/0
2019 Miami R64,L vs Basilashvili,22% (2/9),50% (1/2),1/4,63% (5/8),20% (1/5),0/1,0/0,1/1,0/0,0/0
2019 Indian Wells R128,L vs Klizan,0% (0/9),- (0/0),0/3,63% (5/8),40% (2/5),0/0,0/0,2/2,0/0,1/1
2019 Acapulco R32,L vs Nadal,0% (0/9),- (0/0),0/2,67% (6/9),50% (3/6),0/0,0/0,1/2,0/0,0/1
2019 Australian Open R128,L vs Popyrin,6% (1/17),0% (0/1),0/1,47% (8/17),75% (6/8),0/0,0/0,4/5,0/0,1/1
2018 Basel Q1,L vs Copil,8% (1/12),0% (0/1),0/0,42% (5/12),60% (3/5),0/0,0/0,2/4,0/0,1/2
2018 Moscow R32,L vs Paire,21% (3/14),100% (3/3),0/3,23% (3/13),0% (0/3),3/3,1/2,1/1,0/0,1/1
2018 Beijing R32,L vs Krajinovic,11% (1/9),0% (0/1),0/3,50% (4/8),25% (1/4),0/0,0/0,0/0,0/0,0/0
2018 Metz R32,L vs Maden,33% (5/15),40% (2/5),1/3,43% (6/14),33% (2/6),2/2,1/1,1/2,0/0,0/0
2018 US Open R128,L vs Fritz,42% (10/24),80% (8/10),1/7,38% (9/24),11% (1/9),4/8,2/2,2/3,0/0,0/0
2018 Cincinnati R32,L vs Dimitrov,8% (1/12),100% (1/1),0/2,25% (3/12),33% (1/3),1/1,0/0,2/2,0/0,0/0
2018 Washington R16,L vs Zverev,27% (3/11),33% (1/3),1/3,30% (3/10),0% (0/3),1/1,0/0,0/0,0/0,0/0
2018 Washington R32,W vs Smyczek,50% (5/10),60% (3/5),0/1,20% (2/10),50% (1/2),2/2,0/1,0/0,0/1,0/0
2018 Atlanta QF,L vs Isner,7% (1/15),100% (1/1),0/2,21% (3/14),0% (0/3),1/1,1/1,2/3,0/0,1/1
2018 Atlanta R16,W vs Youzhny,44% (4/9),100% (4/4),0/1,33% (3/9),67% (2/3),3/4,2/2,0/0,1/1,0/0
2019 (10 matches),,11.2%,45.5%,8.3%,47.9%,39.1%,80.0%,100.0%,77.8%,100.0%,50.0%
2018 (45 matches),,32.5%,62.4%,23.1%,33.4%,30.9%,77.0%,84.6%,65.5%,86.7%,68.4%
2017 (60 matches),,27.4%,69.0%,19.0%,31.0%,39.1%,75.9%,85.9%,74.7%,78.6%,67.9%
2016 (55 matches),,38.8%,68.0%,22.2%,26.0%,36.2%,87.1%,82.0%,84.4%,77.8%,93.8%
2015 (16 matches),,31.7%,60.9%,21.4%,29.6%,47.5%,94.4%,100.0%,89.7%,100.0%,81.8%
Career (254 matches),,33.1%,69.2%,21.5%,33.2%,34.7%,79.1%,84.5%,73.7%,81.4%,69.7%
