Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Newport R16,W vs Andreozzi,1.06,2.54,34.0,2.1,-,84.0%,-,83.3%,27.8%,51.5%
2019 Newport R32,W vs Smyczek,1.12,1.35,52.1,2.0,-,74.4%,-,74.3%,21.6%,41.2%
2019 Geneva R32,L vs Londero,0.86,0.56,39.3,2.3,-,61.1%,-,61.3%,27.6%,23.1%
2019 Munich R32,L vs Pella,0.96,0.42,35.1,2.3,4.0%,44.0%,8.0%,48.0%,30.0%,16.7%
2019 Barcelona R64,L vs Ferrer,0.90,0.44,32.6,2.0,0.0%,43.3%,0.0%,55.2%,27.3%,22.7%
2019 Marrakech R32,L vs Daniel,0.76,0.39,28.7,2.2,10.0%,40.0%,0.0%,35.3%,32.0%,31.8%
2019 Miami R64,L vs Basilashvili,0.88,0.63,45.8,2.3,12.9%,64.5%,3.6%,39.3%,40.0%,27.6%
2019 Indian Wells R128,L vs Klizan,0.72,0.35,29.6,2.0,10.3%,51.7%,0.0%,58.6%,24.0%,19.0%
2019 Acapulco R32,L vs Nadal,0.84,0.58,43.4,2.2,0.0%,41.9%,13.3%,73.3%,17.2%,44.0%
2019 Australian Open R128,L vs Popyrin,1.05,0.54,42.5,2.1,3.2%,60.3%,8.6%,72.4%,19.6%,15.2%
2018 Basel Q1,L vs Copil,0.86,0.71,56.5,2.3,0.0%,50.0%,5.9%,79.4%,40.5%,17.6%
2018 Moscow R32,L vs Paire,0.93,0.79,59.2,3.5,8.0%,60.0%,11.6%,62.8%,41.9%,23.1%
2018 Beijing R32,L vs Krajinovic,0.96,0.58,46.7,2.0,6.9%,58.6%,7.4%,51.9%,20.7%,34.6%
2018 Metz R32,L vs Maden,1.02,0.80,66.9,2.4,8.5%,57.4%,11.4%,56.8%,38.3%,28.6%
2018 US Open R128,L vs Fritz,0.86,0.86,49.1,31.0,10.4%,62.3%,11.4%,52.9%,40.0%,44.2%
2018 Cincinnati R32,L vs Dimitrov,0.91,0.76,60.3,3.1,4.5%,61.4%,7.5%,65.0%,38.5%,22.2%
2018 Washington R16,L vs Zverev,0.82,0.75,54.6,2.3,6.5%,54.8%,6.9%,62.1%,25.0%,52.5%
2018 Washington R32,W vs Smyczek,1.10,1.35,58.4,2.0,2.6%,71.1%,9.1%,66.7%,48.6%,26.5%
2018 Atlanta QF,L vs Isner,1.19,0.55,43.9,2.0,16.7%,64.3%,5.4%,62.2%,18.9%,14.7%
2018 Atlanta R16,W vs Youzhny,1.12,1.62,45.1,2.4,13.8%,62.1%,19.2%,76.9%,50.0%,39.3%
2019 (10 matches),,0.94,0.65,39.5,2.1,5.2%,57.8%,5.6%,62.4%,26.0%,29.7%
2018 (45 matches),,0.96,0.96,53.4,2.6,6.4%,61.9%,8.5%,64.3%,37.5%,36.3%
2017 (60 matches),,1.04,1.02,50.3,2.6,6.0%,62.8%,8.0%,65.4%,34.8%,35.7%
2016 (55 matches),,0.99,1.18,55.5,2.7,5.7%,65.4%,7.5%,67.5%,39.4%,41.0%
2015 (16 matches),,1.01,1.01,61.8,2.6,6.9%,64.4%,10.2%,66.9%,33.8%,35.1%
Career (254 matches),,1.00,1.02,53.9,2.7,5.8%,61.9%,7.5%,64.6%,36.9%,38.3%
