Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,7,2,5,28.6%,4-10,28.6%,53-68,43.8%,0-2,0.0%,7,63.5%,27.0%,5.6%,5.9%,61.6%,63.9%,43.9%,56.2%,40.6%,48.2%,0.93,R16 (2x)
2020,13,9,4,69.2%,21-10,67.7%,171-124,58.0%,3-1,75.0%,13,84.8%,30.8%,5.2%,2.1%,66.8%,72.6%,51.3%,65.5%,40.0%,52.7%,1.16,SF (Cherbourg)
2019,11,4,7,36.4%,10-11,47.6%,103-109,48.6%,2-3,40.0%,11,78.0%,20.7%,5.4%,5.8%,62.3%,70.9%,49.2%,62.7%,36.8%,49.3%,0.99,R32 (4x)
2016,17,11,6,64.7%,23-18,56.1%,214-190,53.0%,3-3,50.0%,17,77.9%,29.1%,6.4%,2.4%,63.4%,69.3%,53.1%,63.4%,41.8%,52.0%,1.14,W (Sarasota)
2015,6,2,4,33.3%,6-9,40.0%,75-72,51.0%,0-2,0.0%,6,79.5%,23.6%,8.0%,2.4%,62.5%,68.1%,57.4%,64.1%,37.5%,50.6%,1.04,R16 (2x)
2014,8,2,6,25.0%,4-10,28.6%,61-76,44.5%,1-2,33.3%,8,63.1%,27.5%,2.5%,5.3%,66.5%,59.7%,45.9%,55.0%,39.1%,46.9%,0.87,R16 (2x)
2013,25,14,11,56.0%,32-23,58.2%,282-247,53.3%,3-4,42.9%,25,72.3%,33.6%,5.2%,5.0%,63.1%,68.3%,46.7%,60.4%,42.1%,51.2%,1.06,F (Maui)
2012,33,17,16,51.5%,43-34,55.8%,374-344,52.1%,5-3,62.5%,33,73.5%,31.0%,5.2%,4.5%,61.6%,70.2%,45.9%,60.8%,41.4%,51.0%,1.06,F (3x)
2011,18,8,10,44.4%,19-21,47.5%,184-204,47.4%,3-4,42.9%,18,68.9%,25.0%,3.5%,3.0%,70.1%,63.6%,47.3%,58.8%,38.5%,48.5%,0.94,F (Geneva)
2010,18,8,10,44.4%,19-21,47.5%,175-193,47.6%,4-1,80.0%,18,71.8%,22.2%,4.6%,3.1%,66.1%,66.8%,44.6%,59.3%,37.4%,48.4%,0.92,QF (2x)
2009,3,2,1,66.7%,4-3,57.1%,34-32,51.5%,0-0,-,0,,,,,,,,,,,,QF (Sunrise)
2008,7,2,5,28.6%,6-12,33.3%,84-97,46.4%,2-2,50.0%,0,,,,,,,,,,,,R16 (2x)
2007,41,26,15,63.4%,57-33,63.3%,477-423,53.0%,13-9,59.1%,0,,,,,,,,,,,,W (3x)
2006,28,18,10,64.3%,39-26,60.0%,356-303,54.0%,10-5,66.7%,0,,,,,,,,,,,,W (Dublin)
2005,5,2,3,40.0%,4-6,40.0%,49-52,48.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Luebeck)
2004,4,2,2,50.0%,4-2,66.7%,30-26,53.6%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2002,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Eisenach)
Career,245,129,116,52.7%,295-251,54.0%,2728-2572,51.5%,49-42,53.8%,156,73.9%,28.2%,5.1%,3.9%,64.3%,68.0%,48.0%,60.9%,40.0%,50.3%,1.02,
