Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Cologne R16,L vs Hurkacz,4.8,5.0,4.7,44.6%,37.1%,47.6%,61.5%,55.0%,49.5%,-8.5,-6.7,1.5,2.9
2019 Indian Wells R128,L vs Klizan,3.2,3.1,3.4,47.3%,16.7%,50.0%,0.0%,33.8%,24.4%,0.0,0.0,-9.5,-14.8
2019 Acapulco R32,L vs Nadal,2.9,2.5,3.4,46.4%,31.6%,37.5%,66.7%,45.5%,32.7%,-9.0,-21.4,-3.0,-8.3
2018 Washington R16,L vs Zverev,4.4,4.9,4.0,45.5%,59.4%,38.1%,35.7%,56.8%,53.2%,-11.5,-8.0,6.5,13.8
2018 Eastbourne F,W vs Lacko,4.3,2.6,5.3,57.0%,59.5%,25.0%,57.1%,50.0%,56.0%,4.5,4.1,0.5,1.0
2018 Eastbourne QF,W vs Shapovalov,2.6,2.9,2.3,56.5%,50.0%,80.0%,-,45.2%,20.0%,5.5,18.3,10.5,32.8
2018 Stuttgart R16,L vs Federer,2.6,2.4,2.9,52.5%,29.4%,42.9%,-,42.6%,40.7%,2.5,7.1,1.0,3.2
2018 Munich R16,L vs Kohlschreiber,3.8,3.7,3.9,42.2%,35.7%,37.5%,33.3%,36.3%,14.7%,5.0,8.9,-7.0,-8.0
2018 Acapulco R32,L vs Del Potro,3.7,3.6,3.8,30.2%,59.1%,37.5%,16.7%,44.5%,36.4%,1.5,2.9,-1.5,-3.6
2017 Cincinnati R64,W vs Verdasco,3.5,3.7,3.3,52.9%,63.6%,16.7%,75.0%,51.2%,35.6%,-1.5,-2.6,7.5,19.7
2017 Geneva F,L vs Wawrinka,4.2,4.5,3.9,48.6%,40.4%,50.0%,46.2%,44.7%,25.5%,-1.0,-0.8,1.0,0.9
2017 Indian Wells R32,L vs Thiem,2.7,2.8,2.6,36.3%,33.3%,66.7%,100.0%,51.1%,56.5%,-1.0,-4.3,-2.0,-22.2
2017 Acapulco R32,L vs Nadal,3.1,2.5,3.5,46.3%,38.5%,66.7%,20.0%,38.9%,27.3%,3.5,10.3,-4.0,-10.3
2017 Montpellier R32,L vs De Schepper,3.0,2.5,3.4,36.5%,52.2%,33.3%,75.0%,56.0%,78.8%,-5.0,-12.5,0.5,7.1
2017 Australian Open QF,L vs Federer,3.4,3.3,3.5,48.5%,35.0%,36.4%,50.0%,42.5%,47.8%,2.0,4.3,7.5,22.1
2017 Australian Open R16,W vs Murray,4.2,3.3,5.1,51.9%,49.4%,44.4%,65.2%,45.6%,61.3%,6.0,4.2,7.5,11.2
2016 Basel SF,L vs Cilic,3.4,3.9,2.9,47.1%,41.5%,53.3%,62.5%,47.0%,66.3%,-4.0,-4.8,6.5,20.3
2016 Shanghai R16,W vs Granollers,5.8,4.5,7.0,51.6%,60.6%,61.5%,51.9%,50.5%,65.0%,5.0,2.6,4.0,5.7
2016 Braunschweig CH R16,W vs Bagnis,4.7,4.0,5.3,49.5%,53.2%,48.4%,66.7%,35.9%,24.8%,2.5,1.9,6.0,3.3
2016 Sarasota CH F,W vs Melzer,6.2,5.4,6.9,46.5%,67.6%,46.2%,51.7%,56.1%,26.3%,6.5,2.9,7.0,5.3
Career (24 matches),,4.1,3.7,4.5,48.1%,46.7%,47.6%,52.9%,49.4%,41.1%,0.6,0.6,1.5,2.5
