Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Fritz,102.0,113.7,8.0,118.5,107.2,124,95,89.4,8.1,93.4,80.2,110,75
2017 US Open R16,L vs Querrey,103.8,110.0,7.3,115.4,104.2,121,97,91.2,4.6,92.2,,100,82
2017 US Open R32,W vs Isner,102.8,112.1,6.1,114.1,111.2,121,98,86.9,5.0,88.0,83.8,95,74
2017 Wimbledon R32,L vs Federer,108.9,116.4,6.9,116.9,109.6,126,101,95.4,4.7,95.4,91.8,104,83
2017 Australian Open QF,L vs Federer,105.3,110.4,7.4,110.4,103.8,122,87,90.4,5.0,92.5,,98,78
2017 Australian Open R16,W vs Murray,103.1,110.4,7.4,112.8,107.9,121,96,88.0,4.8,90.6,85.7,98,74
2017 Australian Open R32,W vs Jaziri,99.1,106.3,7.2,109.0,103.6,119,93,87.7,6.5,84.1,87.0,97,75
2017 Australian Open R64,W vs Isner,100.7,107.4,11.0,111.6,103.7,121,61,88.7,6.1,90.1,89.0,116,77
2016 US Open R64,L vs Sock,107.7,115.5,6.9,118.5,110.5,124,99,90.8,4.2,89.0,90.0,97,79
2012 Roland Garros R128,L vs Benneteau,97.9,,,,,123,,,,,,,67
Career (10 matches),,102.7,111.0,7.9,113.8,106.9,126,61,89.6,5.8,91.1,86.0,116,67
