Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-02-26),1373,3,,,,,,,,,,,,
2023,1369,3,,,,,,,,,,,,
2022,1517,2,,,,,,,,,,,,
2021,346,135,229,1513,187,1512,222,1464,,,,,,
2020,264,208,138,1595,125,1569,,,,,194,375,,
2019,281,144,160,1601,146,1567,137,1560,107,1585,112,770,90,1623
2018,69,750,77,1727,82,1670,75,1667,49,1676,91,915,72,1664
2017,33,1302,43,1821,40,1774,66,1712,39,1721,52,1495,86,1627
2016,51,874,47,1813,36,1790,85,1672,49,1677,250,285,,
2015,171,299,83,1724,87,1665,109,1606,58,1667,344,192,,
2014,726,29,208,1531,189,1508,200,1480,,,1156,18,,
2013,176,295,156,1599,127,1583,181,1508,126,1527,273,230,,
2012,159,350,154,1605,141,1571,150,1546,122,1530,197,331,,
2011,211,233,197,1534,174,1516,201,1486,162,1469,302,200,,
2010,82,611,93,1692,84,1654,109,1608,70,1607,354,169,,
2009,78,590,97,1695,95,1625,86,1675,75,1604,87,870,42,1707
2008,80,535,91,1709,75,1688,125,1602,74,1598,66,975,32,1734
2007,88,468,68,1749,54,1725,101,1631,58,1643,125,429,,
2006,151,298,137,1619,134,1557,204,1481,116,1528,169,346,,
2005,595,35,,,,,,,,,696,41,,
2004,621,29,,,,,,,,,842,29,,
2003,586,30,,,,,,,,,1432,5,,
2002,1331,1,,,,,,,,,,,,
