Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2020 Cologne R16,L vs Hurkacz,14.3%,21.4%,58.1%,19.1%,14.8%,25.9%,60.9%,24.8%,27.3%,68.8%,66.7%,16.7%,20.8%,55.0%,34
2019 Indian Wells R128,L vs Klizan,34.5%,43.1%,34.3%,35.3%,47.2%,50.0%,21.1%,48.6%,50.0%,36.4%,40.0%,15.8%,36.8%,50.0%,32
2019 Acapulco R32,L vs Nadal,37.7%,42.6%,34.3%,43.3%,46.2%,51.3%,33.3%,54.9%,12.5%,34.8%,0.0%,26.3%,31.6%,35.7%,127
2018 Washington R16,L vs Zverev,26.7%,28.3%,43.2%,27.7%,46.4%,46.4%,40.0%,48.6%,15.4%,73.3%,100.0%,9.4%,12.5%,44.8%,-79
2018 Eastbourne F,W vs Lacko,36.8%,66.7%,62.9%,47.0%,48.6%,71.4%,72.2%,65.1%,53.8%,54.5%,100.0%,19.0%,61.9%,52.9%,-10
2018 Eastbourne QF,W vs Shapovalov,27.9%,41.0%,38.6%,36.7%,35.3%,52.9%,45.5%,51.2%,50.0%,66.7%,50.0%,18.5%,25.9%,31.8%,-79
2018 Stuttgart R16,L vs Federer,34.1%,47.7%,41.1%,38.2%,40.4%,51.9%,41.9%,47.3%,26.3%,30.3%,28.6%,26.5%,44.1%,40.0%,5
2018 Munich R16,L vs Kohlschreiber,18.8%,34.4%,38.0%,26.9%,20.5%,41.0%,45.2%,33.8%,22.2%,57.1%,50.0%,17.4%,26.1%,26.3%,42
2018 Acapulco R32,L vs Del Potro,16.3%,20.9%,32.4%,23.0%,25.0%,29.2%,27.8%,37.1%,12.5%,56.3%,66.7%,5.9%,11.8%,37.5%,-60
2017 Cincinnati R64,W vs Verdasco,36.7%,53.1%,71.0%,50.0%,39.5%,57.9%,73.9%,56.6%,26.7%,47.8%,-,27.3%,36.4%,62.5%,-79
2017 Geneva F,L vs Wawrinka,15.2%,30.5%,47.7%,21.9%,21.0%,33.9%,51.0%,32.3%,24.1%,27.3%,33.3%,7.5%,27.5%,43.2%,-39
2017 Indian Wells R32,L vs Thiem,23.0%,42.6%,44.2%,33.4%,31.3%,56.3%,54.5%,51.2%,40.0%,47.1%,40.0%,16.0%,32.0%,33.3%,34
2017 Acapulco R32,L vs Nadal,29.6%,48.1%,51.4%,37.6%,50.0%,67.9%,57.1%,65.4%,60.0%,44.4%,0.0%,8.7%,30.4%,47.6%,-33
2017 Montpellier R32,L vs De Schepper,26.7%,44.4%,43.3%,36.4%,39.1%,56.5%,57.1%,58.3%,30.0%,46.2%,50.0%,15.8%,36.8%,31.3%,32
2017 Australian Open QF,L vs Federer,24.7%,34.0%,37.0%,32.7%,27.8%,37.5%,34.6%,38.5%,12.5%,37.5%,50.0%,16.0%,24.0%,42.9%,-79
2017 Australian Open R16,W vs Murray,27.7%,45.3%,44.3%,37.2%,36.6%,52.7%,44.1%,50.4%,41.9%,52.0%,70.0%,9.5%,31.0%,44.7%,-18
2016 Basel SF,L vs Cilic,25.6%,46.7%,54.5%,35.4%,34.0%,58.5%,54.3%,50.8%,31.6%,38.2%,25.0%,13.9%,30.6%,54.8%,-38
2016 Shanghai R16,W vs Granollers,27.9%,45.3%,63.9%,39.0%,36.5%,57.1%,65.0%,51.6%,48.1%,86.1%,100.0%,4.5%,13.6%,61.9%,-70
2016 Braunschweig CH R16,W vs Bagnis,30.0%,36.7%,58.1%,36.2%,41.7%,48.3%,60.0%,51.0%,39.3%,56.3%,66.7%,6.9%,13.8%,55.6%,-45
2016 Sarasota CH F,W vs Melzer,20.3%,31.1%,47.4%,29.9%,26.7%,42.2%,54.5%,42.4%,54.5%,69.6%,33.3%,11.1%,14.8%,37.5%,-4
Career (24 matches),,26.5%,39.7%,47.2%,33.9%,35.0%,49.3%,49.3%,47.1%,35.6%,50.7%,47.9%,13.9%,26.2%,44.4%,21
