Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),170,420,200,1565,188,1538,182,1506,165,1451,757,71,,
2025,174,406,195,1563,180,1539,188,1505,181,1450,315,247
2024,145,496,146,1630,137,1600,162,1520,137,1497,119,685
2023,94,774,140,1614,137,1579,154,1528,137,1489,,
2022,138,451,136,1609,127,1580,160,1505,,,,
2021,129,590,156,1577,158,1539,158,1502,156,1442,,
2020,73,973,98,1673,95,1629,106,1571,,,68,1355
2019,106,645,150,1617,130,1599,180,1492,149,1472,64,1389
2018,114,508,118,1649,113,1623,173,1467,,,64,1233
2017,97,693,143,1573,145,1542,155,1460,131,1482,49,1625
2016,94,682,107,1675,107,1623,120,1552,99,1559,81,1025
2015,66,907,100,1705,99,1656,,,72,1614,157,417
2014,215,232,263,1345,259,1324,240,1290,168,1387,342,137
2013,291,181,,,,,,,,,293,215
2012,576,45,,,,,,,,,1064,13
