Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Osaka R32,L vs Danilovic,69.6%,54.5%,6.3%,3/2,2.27,17.4%,68.5%,51.4%,5.6%,2.15,27.3%,81.8%,61.1%,9.1%,2.39,8.3%
2025 Roland Garros Q2,W vs Andreescu,79.8%,41.8%,6.1%,4/2,2.52,1.3%,83.3%,34.5%,7.6%,2.46,1.6%,85.7%,58.3%,3.6%,2.78,0.0%
2025 Australian Open R128,L vs Kostyuk,59.6%,45.3%,1.1%,0/1,2.34,20.9%,66.0%,36.4%,0.0%,2.44,28.6%,71.4%,60.0%,3.6%,2.14,6.7%
2025 Auckland R16,L vs Montgomery,58.7%,33.3%,4.3%,2/0,2.78,2.4%,61.5%,25.0%,3.8%,2.72,3.1%,68.8%,45.5%,6.3%,3.02,0.0%
2024 US Open R128,L vs Wozniacki,66.7%,25.0%,2.8%,1/0,2.49,18.2%,63.0%,29.4%,3.7%,2.43,30.0%,100.0%,14.3%,0.0%,2.58,0.0%
2024 Madrid R128,L vs Krueger,60.7%,48.6%,13.1%,4/4,2.60,6.7%,69.2%,44.4%,12.8%,2.48,6.8%,66.7%,60.0%,20.0%,2.95,6.3%
2023 Prague F,W vs Noskova,77.2%,56.8%,3.5%,2/0,2.48,8.8%,83.9%,46.2%,0.0%,2.43,15.8%,81.8%,72.2%,9.1%,2.55,0.0%
2023 Roland Garros R128,L vs Friedsam,63.7%,50.0%,8.8%,3/7,2.37,11.5%,67.7%,47.7%,4.6%,2.36,12.7%,77.8%,53.6%,19.4%,2.40,8.3%
2021 Charleston R32,W vs Doi,80.9%,56.6%,5.3%,3/4,2.40,4.9%,86.7%,52.3%,6.7%,2.44,7.2%,77.4%,63.4%,3.8%,2.31,0.0%
2020 Acapulco R32,W vs Rus,79.7%,58.2%,5.8%,3/1,2.36,3.8%,88.0%,68.2%,8.0%,2.49,7.1%,73.3%,18.2%,0.0%,2.22,0.0%
2020 Australian Open Q2,W vs Yuan,77.8%,52.4%,4.9%,2/2,2.60,0.0%,84.6%,51.5%,5.1%,2.72,0.0%,83.3%,53.3%,5.6%,2.19,0.0%
2019 Hiroshima F,W vs Doi,83.6%,74.5%,8.2%,2/3,2.65,25.8%,84.2%,71.9%,10.5%,2.47,40.0%,82.6%,78.9%,4.3%,2.99,0.0%
2019 Hiroshima SF,W vs Buzarnescu,78.6%,56.1%,4.8%,2/2,2.55,22.5%,82.7%,55.8%,0.0%,2.36,37.5%,85.2%,56.5%,14.8%,2.80,3.2%
2019 Miami R128,L vs Muchova,66.7%,55.3%,7.0%,3/1,2.57,23.3%,69.0%,48.3%,7.1%,2.43,33.3%,64.3%,77.8%,7.1%,2.75,10.5%
2017 Kuala Lumpur F,L vs Barty,67.9%,33.3%,9.4%,3/2,2.72,4.1%,60.0%,19.0%,11.4%,2.70,5.0%,88.2%,53.3%,5.9%,2.83,0.0%
2016 Tashkent F,L vs Pliskova,69.9%,58.6%,6.0%,4/1,2.59,8.2%,56.8%,56.0%,2.3%,2.44,10.9%,84.6%,60.6%,10.3%,3.04,0.0%
2016 Roland Garros R128,L vs Halep,78.0%,37.5%,14.6%,3/3,2.50,0.0%,80.0%,30.0%,12.0%,2.23,0.0%,85.7%,50.0%,21.4%,3.31,0.0%
2016 Indian Wells R128,L vs Davis,76.9%,50.0%,3.1%,1/1,2.60,4.0%,79.3%,52.2%,3.4%,2.60,0.0%,84.4%,48.1%,3.1%,2.60,9.1%
2016 Doha R32,L vs Muguruza,65.2%,43.3%,6.5%,1/2,2.15,3.1%,63.9%,39.1%,0.0%,2.12,4.8%,77.8%,57.1%,33.3%,2.22,0.0%
2016 Hobart R16,L vs Giorgi,57.1%,56.3%,19.6%,3/8,2.76,8.9%,63.2%,50.0%,15.8%,2.67,8.0%,61.5%,75.0%,38.5%,2.89,10.0%
Last 52 Weeks (2 matches),,75.3%,47.0%,6.2%,63.6%,2.43,7.3%,76.7%,41.3%,6.7%,2.38,8.2%,84.0%,59.5%,6.0%,2.54,5.3%
Career (22 matches),,71.3%,50.1%,6.6%,52.9%,2.51,9.1%,73.1%,46.1%,5.8%,2.46,11.8%,79.8%,56.8%,9.2%,2.61,3.4%
