Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,24,12,12,50.0%,9,6,3,66.7%,2016,2026,R64,24,0.99,1.8%,3.6%,68.8%,60.2%,49.1%,56.7%,42.8%,55.4%,42.0%
Roland Garros,10,Clay,23,12,11,52.2%,7,5,2,71.4%,2016,2025,R64,22,1.00,2.1%,3.3%,69.7%,58.2%,44.5%,54.0%,45.8%,53.4%,53.1%
Wimbledon,8,Grass,13,4,9,30.8%,3,0,3,0.0%,2015,2025,R64,11,0.93,3.4%,4.5%,65.2%,62.8%,45.9%,56.9%,40.2%,59.2%,50.6%
US Open,12,Hard,23,11,12,47.8%,3,1,2,33.3%,2014,2025,R64,20,0.93,3.2%,4.2%,63.7%,59.4%,45.2%,54.2%,42.4%,45.3%,49.0%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2016,2021,R32,2,0.84,0.7%,1.3%,68.9%,49.0%,48.9%,49.0%,42.6%,54.2%,63.6%
Fed Cup,3,,11,6,5,54.5%,4,4,0,100.0%,2016,2019,,7,1.10,2.0%,3.8%,66.3%,64.9%,41.9%,57.2%,46.9%,51.9%,45.8%
Austin,2,Hard,5,2,3,40.0%,0,0,0,-,2023,2026,R32,5,0.99,2.3%,1.0%,71.1%,58.4%,47.1%,55.1%,44.4%,50.0%,52.8%
Midland 125,2,Hard,6,4,2,66.7%,3,1,2,33.3%,2022,2026,QF,6,1.03,4.3%,3.5%,71.2%,63.3%,48.6%,59.1%,42.2%,57.4%,55.6%
Chennai,2,Hard,6,4,2,66.7%,0,0,0,-,2022,2025,QF,6,1.27,1.5%,2.9%,67.0%,63.9%,55.4%,61.1%,49.4%,55.9%,60.9%
Tokyo,8,Hard,16,7,9,43.8%,2,0,2,0.0%,2013,2025,R16,11,0.96,4.0%,2.8%,65.9%,58.8%,50.6%,56.0%,42.2%,50.0%,44.0%
Osaka,6,Hard,9,3,6,33.3%,0,0,0,-,2013,2025,R32,9,0.95,2.7%,4.5%,65.1%,58.9%,48.5%,55.3%,42.3%,44.9%,45.1%
Cincinnati,3,Hard,3,0,3,0.0%,1,1,0,100.0%,2016,2025,Q1,3,0.89,2.4%,4.5%,61.0%,64.0%,45.8%,56.9%,38.5%,50.0%,47.4%
