Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Osaka R32,L vs Danilovic,0.0%,-,4.8%,85.7%,9.1%,8.7%,15.4%,25.0%,33.3%,0.5%,0.0%,-12,5
2025 Roland Garros Q2,W vs Andreescu,0.0%,-,11.2%,81.8%,7.3%,7.8%,5.9%,11.6%,26.3%,0.7%,0.0%,-76,-68
2025 Australian Open R128,L vs Kostyuk,0.0%,-,8.0%,58.3%,3.4%,2.8%,100.0%,9.6%,0.0%,0.8%,0.0%,-38,-28
2025 Auckland R16,L vs Montgomery,0.0%,-,2.0%,100.0%,1.5%,0.0%,0.0%,8.0%,9.1%,0.0%,-,5,9
2024 US Open R128,L vs Wozniacki,0.0%,-,17.1%,53.8%,4.6%,7.4%,0.0%,11.4%,14.3%,1.3%,0.0%,78,44
2024 Madrid R128,L vs Krueger,0.0%,-,3.7%,80.0%,12.0%,7.7%,0.0%,7.4%,20.0%,2.5%,0.0%,-30,-31
2023 Prague F,W vs Noskova,0.0%,-,13.7%,78.6%,3.8%,5.0%,0.0%,4.4%,16.7%,1.1%,50.0%,-95,-87
2023 Roland Garros R128,L vs Friedsam,0.0%,-,11.6%,76.9%,15.7%,17.2%,75.0%,9.6%,35.7%,1.1%,75.0%,-36,-36
2021 Charleston R32,W vs Doi,0.0%,-,3.8%,70.0%,9.7%,15.7%,8.0%,9.4%,17.9%,1.1%,33.3%,-20,5
2020 Acapulco R32,W vs Rus,0.0%,-,5.2%,100.0%,5.0%,11.5%,0.0%,8.6%,23.5%,1.0%,33.3%,-78,-59
2020 Australian Open Q2,W vs Yuan,0.0%,-,2.0%,100.0%,11.0%,10.5%,33.3%,13.6%,30.0%,0.4%,100.0%,-104,-63
2019 Hiroshima F,W vs Doi,0.0%,-,3.8%,75.0%,10.3%,12.5%,16.7%,15.0%,25.0%,0.6%,0.0%,-90,-61
2019 Hiroshima SF,W vs Buzarnescu,0.0%,-,6.8%,83.3%,11.1%,25.9%,4.0%,12.9%,10.0%,0.0%,-,-16,-14
2019 Miami R128,L vs Muchova,0.0%,-,7.7%,55.6%,10.0%,5.3%,0.0%,14.3%,20.0%,3.8%,33.3%,84,89
2017 Kuala Lumpur F,L vs Barty,0.0%,-,3.4%,75.0%,6.8%,10.0%,0.0%,5.1%,20.0%,0.0%,-,13,9
2016 Tashkent F,L vs Pliskova,0.0%,-,12.4%,72.7%,17.2%,27.3%,4.8%,7.8%,0.0%,2.4%,71.4%,61,44
2016 Roland Garros R128,L vs Halep,0.0%,-,2.7%,100.0%,7.5%,12.5%,0.0%,0.0%,0.0%,0.8%,0.0%,71,39
2016 Indian Wells R128,L vs Davis,0.0%,-,7.3%,60.0%,8.8%,11.4%,0.0%,6.8%,5.0%,0.4%,0.0%,47,62
2016 Doha R32,L vs Muguruza,0.0%,-,2.3%,50.0%,6.7%,15.4%,0.0%,9.7%,22.2%,0.0%,-,1,-32
2016 Hobart R16,L vs Giorgi,0.0%,-,0.9%,0.0%,13.2%,13.3%,0.0%,11.1%,20.0%,0.0%,-,-22,-22
Last 52 Weeks (2 matches),,0.0%,-,8.4%,82.8%,7.9%,8.0%,10.0%,15.4%,28.6%,0.7%,0.0%,-54,-42
Career (22 matches),,0.0%,-,6.7%,73.3%,8.9%,11.8%,9.7%,9.7%,18.0%,1.0%,34.7%,-19,-12
