Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Osaka R32,L vs Danilovic,3.5,3.6,3.5,49.5%,41.0%,71.4%,60.0%,56.8%,7.0%,-3.0,-2.9,13.5,17.3
2025 Roland Garros Q2,W vs Andreescu,5.0,5.4,4.5,47.2%,40.7%,56.7%,66.7%,56.8%,9.2%,10.0,5.0,2.5,1.6
2025 Australian Open R128,L vs Kostyuk,3.8,4.4,3.4,47.7%,40.0%,50.0%,46.2%,64.9%,6.0%,-9.5,-6.7,0.0,0.0
2025 Auckland R16,L vs Montgomery,3.9,4.4,3.3,45.5%,31.0%,40.0%,45.5%,52.4%,12.7%,-6.5,-9.4,-6.5,-9.4
2024 US Open R128,L vs Wozniacki,4.7,4.9,4.4,25.0%,35.0%,38.9%,16.7%,55.6%,17.9%,-9.5,-13.0,-4.0,-7.4
2024 Madrid R128,L vs Krueger,3.7,4.3,3.0,44.7%,48.4%,66.7%,37.5%,57.0%,20.9%,10.0,10.0,-5.0,-7.8
2023 Prague F,W vs Noskova,4.3,4.6,4.1,55.4%,68.0%,50.0%,66.7%,50.0%,19.5%,0.5,0.7,0.0,0.0
2023 Roland Garros R128,L vs Friedsam,4.1,4.7,3.6,50.8%,50.0%,43.8%,38.9%,60.9%,14.2%,23.5,12.4,-1.0,-0.8
2021 Charleston R32,W vs Doi,4.6,4.6,4.6,48.4%,52.3%,51.9%,52.0%,51.1%,6.2%,2.5,1.0,5.5,2.3
2020 Acapulco R32,W vs Rus,5.2,5.3,5.2,61.9%,40.7%,57.9%,61.5%,56.0%,10.4%,0.0,0.0,7.0,6.1
2020 Australian Open Q2,W vs Yuan,3.8,4.1,3.5,59.5%,53.2%,50.0%,33.3%,44.9%,14.4%,6.0,6.7,7.5,7.1
2019 Hiroshima F,W vs Doi,3.9,3.8,4.0,55.9%,61.3%,85.7%,77.8%,61.8%,4.5%,17.0,17.3,4.0,6.6
2019 Hiroshima SF,W vs Buzarnescu,4.1,4.1,4.2,62.8%,46.3%,56.7%,18.2%,60.1%,7.6%,7.0,4.5,9.0,8.3
2019 Miami R128,L vs Muchova,3.2,3.2,3.3,46.7%,37.0%,36.4%,50.0%,55.4%,12.9%,-8.5,-10.9,0.5,0.8
2017 Kuala Lumpur F,L vs Barty,3.5,3.6,3.4,43.2%,25.9%,50.0%,25.0%,48.8%,7.1%,-6.0,-8.3,-7.5,-9.7
2016 Tashkent F,L vs Pliskova,4.0,4.4,3.6,41.7%,54.5%,66.7%,66.7%,53.3%,14.1%,8.5,6.6,-3.0,-2.7
2016 Roland Garros R128,L vs Halep,3.7,3.9,3.5,26.7%,50.0%,20.0%,0.0%,48.3%,3.2%,-7.0,-14.0,-9.5,-16.4
2016 Indian Wells R128,L vs Davis,4.1,4.3,3.9,45.8%,43.2%,44.4%,50.0%,56.1%,4.6%,0.0,0.0,-5.0,-5.1
2016 Doha R32,L vs Muguruza,3.7,4.0,3.5,36.0%,50.0%,16.7%,25.0%,63.1%,8.3%,-3.0,-3.9,-7.5,-17.0
2016 Hobart R16,L vs Giorgi,3.1,3.5,2.8,44.4%,44.8%,46.2%,0.0%,46.3%,6.9%,3.5,5.8,-0.5,-0.7
Last 52 Weeks (2 matches),,4.4,4.7,4.1,48.3%,40.9%,59.5%,64.7%,56.8%,8.5%,3.5,2.3,8.0,7.0
Career (22 matches),,4.1,4.3,3.9,47.6%,45.8%,50.0%,49.6%,55.7%,10.0%,1.2,1.0,-0.2,-0.2
