Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Osaka R32,L vs Danilovic,26.5%,33.8%,43.5%,37.1%,45.7%,50.0%,52.4%,42.9%,66.7%,17.2%,24.1%,37.5%,50.0%,10.5%,0.0%,9
2025 Roland Garros Q2,W vs Andreescu,16.3%,21.4%,55.1%,17.9%,24.4%,57.8%,25.6%,46.2%,33.3%,12.5%,12.5%,42.9%,0.0%,33.3%,0.0%,-4
2025 Australian Open R128,L vs Kostyuk,21.3%,24.6%,47.7%,14.7%,17.6%,41.4%,47.1%,58.8%,100.0%,34.8%,39.1%,60.0%,18.2%,33.3%,0.0%,75
2025 Auckland R16,L vs Montgomery,18.5%,25.9%,43.9%,17.9%,25.6%,43.8%,41.2%,45.5%,75.0%,25.0%,33.3%,44.4%,62.5%,50.0%,66.7%,111
2024 US Open R128,L vs Wozniacki,12.5%,15.0%,30.3%,16.7%,20.8%,25.0%,41.7%,25.0%,0.0%,7.1%,7.1%,38.5%,42.9%,0.0%,0.0%,-47
2024 Madrid R128,L vs Krueger,14.7%,24.0%,46.7%,13.7%,25.5%,52.3%,33.3%,43.3%,28.6%,20.0%,25.0%,31.3%,41.7%,37.5%,100.0%,73
2023 Prague F,W vs Noskova,20.0%,24.4%,62.9%,13.0%,21.7%,70.0%,30.0%,69.2%,0.0%,28.6%,28.6%,53.3%,11.1%,50.0%,-,-104
2023 Roland Garros R128,L vs Friedsam,17.1%,26.1%,48.3%,18.2%,28.6%,52.4%,44.4%,51.2%,38.5%,17.2%,24.1%,37.5%,45.5%,50.0%,50.0%,51
2021 Charleston R32,W vs Doi,17.0%,20.7%,47.1%,20.7%,25.3%,44.9%,45.2%,24.4%,25.0%,13.2%,15.8%,51.5%,40.0%,30.4%,14.3%,1
2020 Acapulco R32,W vs Rus,19.7%,22.7%,53.8%,28.2%,30.8%,64.3%,43.8%,47.8%,50.0%,7.7%,11.5%,41.7%,38.5%,46.2%,50.0%,-59
2020 Australian Open Q2,W vs Yuan,27.5%,36.2%,52.1%,31.5%,38.9%,51.4%,46.2%,53.6%,100.0%,15.4%,30.8%,54.5%,25.0%,22.2%,-,35
2019 Hiroshima F,W vs Doi,28.9%,33.3%,45.2%,37.5%,43.8%,45.0%,55.6%,42.9%,100.0%,8.3%,8.3%,45.5%,100.0%,44.4%,50.0%,-30
2019 Hiroshima SF,W vs Buzarnescu,20.7%,28.3%,50.7%,25.9%,37.0%,60.0%,54.5%,56.3%,71.4%,13.9%,16.7%,38.7%,59.1%,64.3%,50.0%,-40
2019 Miami R128,L vs Muchova,18.3%,35.0%,41.9%,20.0%,43.3%,50.0%,21.4%,50.0%,80.0%,20.8%,33.3%,31.6%,11.1%,60.0%,100.0%,73
2017 Kuala Lumpur F,L vs Barty,24.2%,28.8%,36.7%,21.6%,27.5%,37.5%,34.5%,54.5%,50.0%,35.7%,35.7%,33.3%,40.0%,44.4%,33.3%,-23
2016 Tashkent F,L vs Pliskova,18.1%,27.7%,49.3%,20.3%,31.9%,54.5%,50.0%,43.2%,25.0%,14.3%,19.0%,33.3%,54.5%,40.0%,-,19
2016 Roland Garros R128,L vs Halep,9.1%,9.1%,17.9%,0.0%,0.0%,19.0%,27.3%,40.0%,50.0%,30.0%,30.0%,14.3%,0.0%,83.3%,100.0%,97
2016 Indian Wells R128,L vs Davis,16.7%,19.4%,40.4%,21.1%,26.3%,43.3%,29.4%,33.3%,50.0%,15.4%,15.4%,36.4%,41.7%,50.0%,66.7%,17
2016 Doha R32,L vs Muguruza,17.5%,30.0%,31.3%,16.0%,32.0%,33.3%,21.4%,72.7%,100.0%,21.4%,28.6%,27.3%,40.0%,55.6%,50.0%,-23
2016 Hobart R16,L vs Giorgi,23.3%,30.0%,31.1%,32.4%,37.8%,36.0%,31.6%,50.0%,33.3%,9.1%,18.2%,25.0%,40.0%,66.7%,57.1%,-51
Last 52 Weeks (2 matches),,20.5%,26.5%,50.8%,23.9%,31.0%,55.8%,35.0%,45.3%,44.4%,15.6%,20.0%,39.5%,29.4%,17.9%,0.0%,36
Career (22 matches),,19.8%,26.1%,45.2%,21.9%,29.6%,48.3%,40.3%,47.0%,48.5%,18.4%,22.5%,38.7%,37.6%,43.7%,48.1%,49
