Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,9,2,7,22.2%,6-14,30.0%,69-102,40.4%,0-0,-,9,54.8%,26.4%,2.4%,4.4%,65.7%,54.7%,48.1%,52.5%,40.0%,46.1%,0.84,R16 (Auckland)
2024,23,6,17,26.1%,18-38,32.1%,217-289,42.9%,2-1,66.7%,22,56.9%,29.7%,1.9%,4.1%,66.9%,57.7%,44.7%,53.4%,40.6%,47.1%,0.87,R16 (3x)
2023,23,10,13,43.5%,22-28,44.0%,220-239,47.9%,1-2,33.3%,23,61.3%,35.1%,2.2%,3.4%,67.4%,57.8%,47.3%,54.4%,42.7%,48.5%,0.94,W (Prague)
2022,10,4,6,40.0%,10-12,45.5%,102-101,50.2%,1-2,33.3%,10,60.2%,39.4%,2.3%,3.5%,70.4%,57.5%,45.9%,54.0%,45.4%,49.9%,0.99,QF (2x)
2021,22,5,17,22.7%,11-36,23.4%,167-262,38.9%,1-2,33.3%,21,52.7%,29.1%,2.7%,4.4%,64.4%,57.9%,39.4%,51.3%,41.1%,46.2%,0.84,QF (Charleston 2)
2020,15,9,6,60.0%,19-14,57.6%,173-149,53.7%,4-2,66.7%,15,65.6%,41.5%,1.5%,3.9%,65.5%,61.9%,44.8%,56.0%,46.5%,51.2%,1.06,SF (2x)
2019,14,8,6,57.1%,17-15,53.1%,160-144,52.6%,2-2,50.0%,14,67.5%,38.3%,3.4%,3.7%,64.4%,65.7%,44.2%,58.1%,44.6%,51.2%,1.06,W (Hiroshima)
2018,19,8,11,42.1%,18-22,45.0%,185-208,47.1%,5-2,71.4%,18,63.0%,30.9%,2.6%,4.1%,62.9%,61.5%,45.0%,55.4%,43.3%,49.1%,0.97,R16 (5x)
2017,30,12,18,40.0%,27-39,40.9%,280-316,47.0%,1-1,50.0%,30,60.7%,34.7%,2.6%,5.2%,64.4%,59.2%,46.5%,54.7%,41.6%,48.4%,0.92,F (2x)
2016,45,20,25,44.4%,45-58,43.7%,443-507,46.6%,7-5,58.3%,41,62.1%,32.0%,2.0%,3.9%,66.1%,58.4%,49.0%,55.2%,41.3%,48.6%,0.92,F (Tashkent)
2015,7,5,2,71.4%,10-5,66.7%,73-64,53.3%,0-0,-,0,,,,,,,,,,,,W (Tashkent)
Career,217,89,128,41.0%,203-281,41.9%,2089-2381,46.7%,24-19,55.8%,203,60.6%,33.3%,2.3%,4.1%,65.6%,59.2%,45.8%,54.6%,42.4%,48.6%,0.93,
