Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,216,104,112,48.1%,278-288,49.1%,2765-2816,49.5%,48-47,50.5%,211,79.3%,19.6%,8.8%,2.4%,61.5%,72.0%,50.7%,63.8%,35.9%,49.8%,0.99
Clay,50,16,34,32.0%,49-88,35.8%,592-746,44.2%,13-10,56.5%,49,70.9%,17.1%,5.6%,2.2%,61.9%,67.2%,48.9%,60.2%,35.0%,47.7%,0.88
Grass,67,35,32,52.2%,85-87,49.4%,850-850,50.0%,18-15,54.5%,67,83.3%,16.6%,9.5%,2.2%,61.4%,73.3%,53.8%,65.8%,34.6%,50.0%,1.01
Grand Slams,70,28,42,40.0%,117-149,44.0%,1240-1346,48.0%,19-20,48.7%,70,77.7%,17.9%,8.1%,2.5%,61.7%,70.8%,50.4%,63.0%,35.1%,49.1%,0.95
Masters,56,24,32,42.9%,60-71,45.8%,628-696,47.4%,16-11,59.3%,54,76.0%,18.4%,7.1%,2.1%,59.6%,70.3%,50.9%,62.4%,35.4%,49.0%,0.94
Other Tours,197,98,99,49.7%,222-229,49.2%,2209-2233,49.7%,42-39,51.9%,196,80.4%,19.0%,9.0%,2.3%,61.9%,72.4%,51.5%,64.4%,35.7%,49.9%,1.00
Best of 5,74,30,44,40.5%,123-156,44.1%,1295-1412,47.8%,20-20,50.0%,73,77.4%,17.8%,8.0%,2.4%,61.8%,70.6%,50.4%,62.9%,35.2%,49.0%,0.95
Best of 3,259,125,134,48.3%,289-307,48.5%,2912-3000,49.3%,59-52,53.2%,254,79.5%,19.0%,8.6%,2.2%,61.4%,72.0%,51.3%,64.0%,35.7%,49.7%,0.99
Finals,4,1,3,25.0%,4-6,40.0%,52-58,47.3%,2-3,40.0%,4,82.7%,13.2%,12.3%,0.3%,65.5%,73.2%,54.5%,66.8%,35.4%,49.7%,1.06
Semi-finals,8,4,4,50.0%,10-10,50.0%,108-107,50.2%,3-3,50.0%,8,88.5%,12.4%,9.4%,1.1%,61.5%,70.8%,57.3%,65.6%,33.2%,49.5%,0.97
Quarter-finals,27,8,19,29.6%,20-41,32.8%,267-344,43.7%,8-6,57.1%,27,75.0%,12.0%,9.0%,2.2%,61.5%,70.2%,50.3%,62.5%,32.1%,47.5%,0.86
vs Righties,265,124,141,46.8%,332-371,47.2%,3389-3550,48.8%,63-57,52.5%,260,78.8%,18.5%,8.3%,2.4%,61.6%,71.6%,51.0%,63.7%,35.3%,49.5%,0.97
vs Lefties,68,31,37,45.6%,80-92,46.5%,818-862,48.7%,16-15,51.6%,67,78.7%,19.0%,8.7%,2.1%,61.2%,71.3%,51.1%,63.5%,36.4%,49.7%,0.99
vs Top 10,32,7,25,21.9%,21-57,26.9%,315-448,41.3%,8-6,57.1%,31,70.6%,10.6%,7.6%,1.5%,60.0%,67.0%,49.5%,60.0%,29.7%,45.5%,0.74
