Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Wimbledon R16,L vs Fritz,21.4%,28.6%,23.8%,25.0%,35.3%,47.1%,27.3%,41.2%,71.4%,60.0%,100.0%,0.0%,0.0%,20.0%,-118
2025 Monte Carlo R32,L vs Tsitsipas,32.1%,43.6%,46.2%,36.8%,37.5%,47.9%,53.3%,45.2%,44.4%,53.3%,80.0%,24.1%,37.9%,36.4%,-29
2024 Tokyo R32,W vs Ruud,29.7%,36.5%,58.0%,37.2%,48.8%,60.5%,72.7%,61.6%,42.1%,37.5%,40.0%,3.4%,3.4%,46.4%,-82
2024 US Open R64,W vs Hurkacz,33.7%,41.3%,50.0%,38.2%,58.8%,72.5%,57.1%,68.0%,53.8%,36.0%,33.3%,10.0%,12.0%,46.7%,-21
2024 Cincinnati R32,W vs Baez,18.5%,27.8%,51.2%,22.4%,36.0%,48.0%,62.5%,44.4%,66.7%,61.5%,0.0%,3.8%,11.5%,44.0%,-80
2024 Canada R32,L vs Zverev,12.2%,17.1%,35.3%,17.6%,20.0%,30.0%,37.5%,31.0%,60.0%,40.0%,100.0%,5.3%,5.3%,33.3%,-66
2024 Atlanta F,L vs Nishioka,37.2%,46.5%,50.0%,42.0%,47.5%,59.0%,56.3%,54.3%,16.0%,38.9%,50.0%,12.0%,16.0%,40.9%,-79
2024 Queens Club SF,L vs Musetti,25.8%,42.7%,48.5%,32.1%,36.0%,56.0%,50.0%,47.2%,22.7%,50.0%,40.0%,12.8%,25.6%,47.1%,-79
2024 Barcelona R16,L vs Ruud,22.0%,38.0%,44.7%,31.6%,25.9%,48.1%,55.0%,43.7%,11.1%,72.2%,100.0%,18.2%,27.3%,33.3%,-13
2024 Los Cabos F,W vs Ruud,22.5%,31.3%,60.7%,30.0%,32.6%,45.7%,71.0%,45.7%,35.0%,42.3%,0.0%,9.1%,12.1%,50.0%,-35
2024 Brisbane SF,L vs Dimitrov,27.4%,33.9%,47.7%,31.0%,37.5%,42.5%,36.0%,43.0%,47.6%,36.8%,50.0%,9.5%,19.0%,63.2%,-18
2024 Brisbane QF,W vs Nadal,23.9%,35.8%,56.3%,33.3%,34.3%,50.7%,63.6%,49.7%,55.2%,50.0%,66.7%,7.7%,12.8%,47.2%,-39
2023 Washington R16,W vs Eubanks,43.6%,48.7%,72.7%,51.0%,53.3%,56.7%,71.4%,63.0%,53.8%,29.4%,0.0%,11.1%,22.2%,75.0%,-79
2023 Wimbledon R128,W vs Nakashima,40.9%,53.3%,44.3%,45.3%,50.6%,57.6%,40.5%,57.6%,48.6%,41.7%,50.0%,26.0%,48.0%,48.6%,-21
2023 s Hertogenbosch F,L vs Griekspoor,40.4%,49.4%,49.1%,44.6%,45.6%,54.4%,45.2%,52.1%,31.8%,51.4%,100.0%,31.3%,40.6%,54.5%,-79
2023 Indian Wells R64,W vs Tsitsipas,29.9%,43.9%,61.3%,36.9%,35.2%,47.9%,65.2%,45.8%,28.1%,56.4%,100.0%,19.4%,36.1%,55.2%,-79
2022 Davis Cup Finals QF,W vs Griekspoor,31.4%,39.7%,46.3%,36.9%,45.9%,54.1%,47.5%,54.9%,61.3%,48.8%,50.0%,8.7%,17.4%,45.2%,-47
2022 US Open R64,L vs Galan,29.1%,37.3%,46.2%,33.5%,38.6%,46.6%,55.6%,45.3%,50.0%,37.5%,42.9%,11.9%,21.4%,32.4%,2
2021 US Open R64,L vs Karatsev,26.0%,30.9%,48.1%,28.2%,52.0%,62.7%,55.6%,57.3%,16.7%,5.1%,11.1%,15.7%,17.6%,41.9%,39
2021 Newport SF,L vs Brooksby,24.3%,31.1%,46.4%,27.2%,29.3%,36.6%,41.4%,34.4%,44.4%,8.7%,0.0%,18.2%,24.2%,51.9%,-79
Career (37 matches),,28.7%,37.9%,49.3%,34.3%,39.2%,50.1%,53.8%,48.5%,45.5%,43.6%,46.8%,13.9%,21.3%,43.7%,18
