Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R16,L vs De Minaur,100.2,109.6,7.8,113.8,105.0,130,92,84.6,5.2,85.3,,98,74
2024 US Open R32,W vs Arnaldi,99.4,110.0,9.0,115.2,103.5,127,90,85.3,5.4,86.6,78.7,99,74
2024 US Open R64,W vs Hurkacz,98.4,110.2,9.9,115.9,101.6,129,92,86.7,4.2,89.8,86.3,99,81
2024 US Open R128,W vs Lestienne,100.9,109.1,9.6,113.4,100.5,128,79,86.9,4.7,89.6,84.5,97,77
2023 US Open R128,L vs Van De Zandschulp,102.5,114.6,8.1,116.8,107.8,132,105,90.3,5.8,89.5,,104,82
2023 Wimbledon R64,L vs Djokovic,112.9,121.4,8.6,124.7,112.5,136,87,97.0,6.5,96.5,94.3,113,86
2022 US Open R64,L vs Galan,100.8,108.0,11.6,116.0,97.6,136,65,85.5,6.1,86.8,78.5,100,75
2022 US Open R128,W vs Sonego,100.9,109.7,9.7,115.0,104.0,133,85,87.6,8.1,88.7,82.7,105,74
2022 Wimbledon R64,L vs Tsitsipas,102.6,110.5,8.5,114.6,103.2,128,93,83.6,4.2,84.6,,94,75
2021 US Open R64,L vs Karatsev,108.5,119.0,9.4,120.5,103.7,132,86,91.7,5.5,96.3,88.0,105,81
2021 US Open R128,W vs Mager,101.1,108.2,11.8,111.7,103.0,130,64,90.4,4.4,91.4,90.0,98,80
2021 Wimbledon R64,W vs Nishikori,109.9,116.5,7.9,121.1,110.3,133,90,96.2,5.5,97.4,97.6,107,80
2021 Wimbledon R128,W vs Ruud,103.7,116.0,7.7,121.0,108.8,133,101,90.1,6.2,94.0,91.3,104,80
2020 US Open R16,L vs Coric,98.3,106.8,6.4,108.5,104.0,121,94,85.6,4.8,84.5,,94,75
2019 Wimbledon R128,L vs Kyrgios,106.0,114.7,9.4,118.5,109.3,130,92,88.8,4.7,,90.3,104,80
2019 Roland Garros R32,L vs Del Potro,99.5,105.9,13.5,,,134,80,87.6,5.8,,,96,73
2018 US Open R128,L vs Norrie,103.4,113.3,11.1,117.0,108.5,133,80,79.5,4.0,74.7,81.8,85,70
2018 Wimbledon R128,L vs Querrey,97.7,108.3,10.5,115.6,100.2,130,87,79.4,4.7,81.0,79.0,94,70
2017 US Open R128,W vs Sock,101.7,109.2,11.7,118.0,101.7,136,82,85.7,6.0,90.3,84.4,97,73
2017 Roland Garros R128,L vs Isner,103.8,112.0,13.7,,,134,75,89.0,7.5,,,104,72
Career (25 matches),,103.1,111.9,10.3,117.3,104.9,136,64,88.0,5.8,90.5,88.3,113,70
