Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,2,1,66.7%,4-2,66.7%,33-28,54.1%,1-0,100.0%,3,86.2%,22.6%,12.3%,1.0%,57.6%,78.6%,50.0%,66.5%,38.1%,52.1%,1.14,QF (Noumea)
2025,5,3,2,60.0%,6-1,85.7%,43-29,59.7%,1-0,100.0%,5,87.2%,25.0%,8.8%,0.4%,55.2%,80.4%,48.2%,66.0%,41.3%,52.8%,1.21,QF (Sioux Falls)
2023,19,16,3,84.2%,32-7,82.1%,228-149,60.5%,4-2,66.7%,19,86.6%,33.7%,9.2%,1.6%,57.5%,78.5%,59.7%,70.5%,42.9%,56.1%,1.45,W (2x)
2022,36,27,9,75.0%,57-25,69.5%,444-348,56.1%,8-5,61.5%,36,83.5%,27.6%,8.6%,2.1%,63.9%,73.2%,53.5%,66.1%,40.8%,53.0%,1.21,W (2x)
2021,4,2,2,50.0%,4-5,44.4%,41-48,46.1%,1-1,50.0%,4,76.1%,17.8%,11.9%,2.6%,61.9%,71.7%,46.1%,61.9%,37.6%,49.4%,0.99,QF (Eckental)
2019,7,5,2,71.4%,12-6,66.7%,97-71,57.7%,1-1,50.0%,7,77.4%,37.8%,5.1%,2.3%,60.3%,71.7%,56.0%,65.4%,43.1%,54.0%,1.25,F (Nanchang)
2018,69,52,17,75.4%,110-49,69.2%,865-631,57.8%,14-9,60.9%,69,81.6%,33.5%,5.2%,3.7%,70.0%,70.3%,51.5%,64.7%,42.7%,53.5%,1.21,W (3x)
2017,29,19,10,65.5%,40-23,63.5%,329-255,56.3%,2-4,33.3%,29,81.5%,30.7%,7.6%,3.2%,61.8%,72.1%,54.2%,65.2%,41.5%,53.2%,1.19,F (3x)
2016,63,46,17,73.0%,96-46,67.6%,791-616,56.2%,17-11,60.7%,62,84.1%,27.9%,8.6%,2.2%,62.2%,73.5%,53.0%,65.7%,40.3%,52.9%,1.18,W (4x)
2015,47,28,19,59.6%,58-46,55.8%,514-478,51.8%,8-7,53.3%,39,77.9%,24.3%,6.6%,2.7%,59.5%,69.6%,52.7%,62.8%,38.5%,50.6%,1.04,F (2x)
2014,28,13,15,46.4%,32-33,49.2%,318-302,51.3%,2-6,25.0%,28,76.6%,26.2%,6.9%,3.5%,59.7%,70.2%,51.1%,62.5%,38.5%,50.6%,1.03,F (Bangkok)
2013,7,3,4,42.9%,8-9,47.1%,85-83,50.6%,2-1,66.7%,7,72.3%,28.0%,3.2%,4.8%,62.2%,68.4%,45.7%,59.8%,38.2%,49.9%,0.95,R16 (3x)
Career,317,216,101,68.1%,459-252,64.6%,3788-3038,55.5%,61-47,56.5%,308,81.4%,29.1%,7.2%,2.8%,63.1%,71.9%,52.7%,64.8%,40.8%,52.6%,1.16,
