Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Wimbledon R16,L vs Fritz,3.2,3.7,2.6,28.6%,20.0%,0.0%,0.0%,52.3%,47.6%,-2.0,-13.3,-1.5,-13.6
2025 Monte Carlo R32,L vs Tsitsipas,3.5,3.4,3.5,43.8%,47.2%,54.5%,62.5%,55.2%,14.3%,-4.5,-4.3,-3.5,-4.8
2024 Tokyo R32,W vs Ruud,4.6,4.6,4.6,52.7%,58.1%,62.5%,52.9%,57.3%,13.3%,7.5,5.7,4.0,4.5
2024 US Open R64,W vs Hurkacz,3.7,4.0,3.4,55.0%,56.1%,54.5%,53.8%,51.8%,16.5%,4.5,3.4,1.5,1.4
2024 Cincinnati R32,W vs Baez,5.0,5.8,4.3,69.2%,64.0%,50.0%,31.3%,53.8%,28.7%,2.0,1.9,5.0,6.6
2024 Canada R32,L vs Zverev,3.9,4.6,3.1,33.3%,29.6%,33.3%,40.0%,49.6%,26.3%,-4.5,-10.5,-3.5,-8.8
2024 Atlanta F,L vs Nishioka,5.1,4.3,5.7,51.1%,53.1%,32.1%,44.0%,50.9%,16.4%,-3.0,-1.5,0.5,0.3
2024 Queens Club SF,L vs Musetti,4.5,4.1,4.9,51.6%,43.5%,52.6%,27.8%,60.6%,35.5%,2.5,1.5,-0.5,-0.7
2024 Barcelona R16,L vs Ruud,4.1,4.0,4.3,36.8%,50.0%,33.3%,28.6%,51.8%,13.4%,-3.0,-4.6,-9.0,-15.5
2024 Los Cabos F,W vs Ruud,5.5,6.1,4.7,57.6%,56.8%,80.0%,40.7%,62.4%,14.6%,6.5,3.4,0.0,0.0
2024 Brisbane SF,L vs Dimitrov,4.5,5.0,4.0,44.4%,53.8%,50.0%,13.3%,54.5%,17.0%,0.5,0.4,-0.5,-0.6
2024 Brisbane QF,W vs Nadal,4.6,4.9,4.4,46.8%,63.0%,52.2%,37.5%,49.6%,7.8%,15.5,8.2,1.5,0.8
2023 Washington R16,W vs Eubanks,3.6,3.5,3.7,57.1%,81.3%,83.3%,66.7%,58.1%,30.8%,9.0,17.6,1.0,2.9
2023 Wimbledon R128,W vs Nakashima,3.9,3.1,4.6,52.9%,45.9%,41.7%,39.1%,56.7%,34.8%,-15.0,-6.9,-4.0,-3.6
2023 s Hertogenbosch F,L vs Griekspoor,3.5,3.3,3.6,47.8%,51.1%,63.6%,40.0%,63.8%,19.6%,10.5,6.4,1.5,1.9
2023 Indian Wells R64,W vs Tsitsipas,3.4,3.8,3.1,49.6%,50.0%,55.0%,63.6%,60.9%,18.9%,15.5,11.0,-3.0,-4.1
2022 Davis Cup Finals QF,W vs Griekspoor,4.2,4.5,3.9,56.3%,58.8%,31.8%,36.4%,60.4%,17.8%,2.5,1.3,-5.0,-4.7
2022 US Open R64,L vs Galan,5.0,5.1,4.8,48.2%,54.1%,48.1%,51.9%,56.1%,15.8%,3.5,1.0,-8.0,-3.3
2021 US Open R64,L vs Karatsev,3.0,3.5,2.5,49.6%,45.0%,48.3%,44.4%,50.9%,39.6%,0.5,0.3,-5.5,-5.1
2021 Newport SF,L vs Brooksby,4.4,4.6,4.3,43.5%,48.4%,45.5%,56.3%,46.6%,29.6%,-10.0,-7.9,-3.5,-3.2
Career (37 matches),,4.2,4.3,4.1,49.1%,50.8%,48.2%,46.2%,54.1%,17.9%,2.0,1.5,-1.5,-1.5
