Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Wimbledon R16,L vs Fritz,50.0%,8.3%,25.0%,2/4,2.42,14.3%,33.3%,0.0%,25.0%,1.90,18.2%,66.7%,12.5%,25.0%,2.75,10.0%
2025 Monte Carlo R32,L vs Tsitsipas,65.9%,42.6%,11.0%,4/5,2.45,7.7%,53.7%,40.9%,14.6%,2.36,13.3%,82.1%,43.8%,7.7%,2.58,0.0%
2024 Tokyo R32,W vs Ruud,75.0%,47.9%,4.7%,3/0,2.17,12.0%,77.1%,43.2%,0.0%,2.16,13.6%,78.6%,63.6%,21.4%,2.18,10.7%
2024 US Open R64,W vs Hurkacz,68.5%,60.3%,4.3%,2/2,2.23,7.6%,61.1%,63.6%,3.7%,2.00,9.5%,83.3%,56.7%,5.6%,2.31,6.7%
2024 Cincinnati R32,W vs Baez,75.5%,70.0%,0.0%,0/0,-,9.8%,81.6%,61.3%,0.0%,-,25.0%,90.0%,100.0%,0.0%,-,0.0%
2024 Canada R32,L vs Zverev,58.3%,28.6%,8.3%,3/0,-,2.9%,41.2%,14.3%,11.8%,-,6.3%,82.4%,35.7%,5.9%,-,0.0%
2024 Atlanta F,L vs Nishioka,78.2%,39.5%,0.9%,1/0,2.23,13.0%,75.7%,35.7%,1.4%,2.11,21.9%,85.7%,46.7%,0.0%,2.41,0.0%
2024 Queens Club SF,L vs Musetti,75.9%,39.4%,4.6%,2/2,2.42,43.1%,76.7%,32.6%,3.3%,2.66,71.0%,80.0%,55.0%,8.0%,2.23,17.6%
2024 Barcelona R16,L vs Ruud,64.4%,27.6%,2.2%,1/0,2.14,2.7%,59.4%,31.6%,0.0%,2.14,5.3%,76.9%,20.0%,7.7%,2.14,0.0%
2024 Los Cabos F,W vs Ruud,80.0%,46.2%,1.5%,1/0,2.42,4.9%,82.5%,42.4%,0.0%,2.25,9.7%,86.4%,52.6%,4.5%,2.59,0.0%
2024 Brisbane SF,L vs Dimitrov,62.7%,35.7%,4.5%,0/3,2.44,18.2%,57.8%,23.1%,2.2%,2.28,20.0%,84.2%,56.3%,10.5%,2.63,15.8%
2024 Brisbane QF,W vs Nadal,76.9%,42.2%,8.3%,5/4,2.24,4.0%,74.7%,35.6%,6.3%,2.13,7.7%,88.9%,58.3%,14.8%,2.36,0.0%
2023 Washington R16,W vs Eubanks,65.5%,69.4%,1.8%,0/1,-,31.8%,57.6%,63.2%,0.0%,-,21.4%,85.0%,76.5%,5.0%,-,50.0%
2023 Wimbledon R128,W vs Nakashima,73.8%,42.3%,6.4%,2/7,2.13,8.9%,70.5%,37.1%,6.8%,1.97,14.3%,82.4%,50.0%,5.9%,2.32,2.7%
2023 s Hertogenbosch F,L vs Griekspoor,68.3%,51.2%,4.0%,4/1,2.12,17.6%,61.3%,52.6%,2.2%,2.06,27.6%,90.6%,48.3%,9.4%,2.20,4.5%
2023 Indian Wells R64,W vs Tsitsipas,59.4%,41.7%,4.0%,2/2,2.25,50.0%,51.5%,32.4%,3.0%,2.41,51.1%,81.3%,53.8%,6.3%,1.98,48.3%
2022 Davis Cup Finals QF,W vs Griekspoor,67.7%,47.6%,6.5%,5/1,1.99,11.1%,62.3%,48.5%,5.7%,2.08,23.1%,88.2%,46.7%,8.8%,1.90,0.0%
2022 US Open R64,L vs Galan,71.5%,57.7%,0.6%,1/0,2.26,6.7%,65.0%,52.2%,0.0%,2.16,9.4%,82.4%,64.3%,1.5%,2.40,2.7%
2021 US Open R64,L vs Karatsev,38.6%,46.9%,3.0%,1/4,2.35,3.9%,57.4%,45.7%,3.3%,2.21,8.8%,78.4%,48.3%,8.1%,2.47,0.0%
2021 Newport SF,L vs Brooksby,70.0%,48.2%,5.0%,3/1,-,3.6%,59.2%,31.0%,6.1%,-,3.6%,87.1%,66.7%,3.2%,-,3.7%
Career (37 matches),,66.9%,47.3%,4.5%,57.6%,2.28,14.2%,64.2%,43.4%,3.8%,2.22,19.6%,83.4%,53.0%,6.5%,2.36,7.6%
